2021-22 Low Income Schools Percent Low Income,,,,
Private and Nonpublic Schools,,,,
,,,,
AUN,School Name,PNP County,District Name,Percent
214063102,John Paul II Center Sp Lrng,Berks,Governor Mifflin SD,100.0
208563005,Johnstown Christian School,Somerset,Conemaugh Township Area SD,22.2
213381803,Jonestown Mennonite School,Lebanon,Northern Lebanon SD,0.00
315221534,Joshua Learning Center,Dauphin,Harrisburg City SD,100.0
203023675,Jubilee Christian School,Allegheny,Mt Lebanon SD,0.00
226511232,Jubilee School,Philadelphia,Philadelphia City SD,100.0
211341753,Juniata Christian School,Juniata,Juniata County SD,26.5
211444299,Ka Vee Amish School,Mifflin,Mifflin County SD,0.00
216550008,Kantz Mennonite Parochial School,Snyder,Selinsgrove Area SD,0.00
216492523,Keefertown Parochial School,Northumberland,Warrior Run SD,0.00
213366057,Kelly School,Lancaster,Elizabethtown Area SD,24.1
214068052,Kempton New Church School,Berks,Kutztown Area SD,0.00
204433504,Kennedy Catholic Middle/High School,Mercer,Hermitage SD,38.7
300153500,Kennett Square Preschool,Chester,Kennett Consolidated SD,0.00
206330001,Kentucky Avenue Amish School,Jefferson,Punxsutawney Area SD,0.00
302020005,Kentucky Avenue School,Allegheny,Pittsburgh SD,10.9
300322400,Keys Montessori School Inc,Indiana,Indiana Area SD,0.00
213363102,Keystone Amish School,Lancaster,Pequea Valley SD,0.00
212671928,Keystone Christian Academy - York,York,York Suburban SD,66.7
300032200,Kiddies Korner Nursery School Inc,Armstrong,Leechburg Area SD,0.00
223461172,Kids in the Village Early Learning Center,Montgomery,Methacton SD,0.00
300066540,Kidspeace National Centers,Berks,Muhlenberg SD,100.0
300393580,Kidspeace National Centers,Lehigh,Parkland SD,100.0
224153252,Kimberton Waldorf School,Chester,Owen J Roberts SD,0.00
300093260,Kinder Works of Doylestown,Bucks,Central Bucks SD,0.00
214063252,Kings Academy,Berks,Schuylkill Valley SD,33.2
211441983,Kish Creek School,Mifflin,Mifflin County SD,0.00
228324505,Kiski School,Westmoreland,Blairsville-Saltsburg SD,0.00
213360080,Knott Run School,Lancaster,Octorara Area SD,0.00
226519532,Kohelet Yeshiva,Montgomery,Lower Merion SD,0.00
322090001,Kol Emet Preschool,Bucks,Pennsbury SD,0.00
220486356,Kolbe Academy,Northampton,Bethlehem Area SD,0.00
223460020,Kosloff Torah Academy High School for Girls,Montgomery,Lower Merion SD,73.2
212673483,Kralltown Mennonite School,York,Dover Area SD,0.00
210143003,Kramer Gap School,Centre,Penns Valley Area SD,0.00
213364312,Kramer Mill School,Lancaster,Eastern Lancaster County SD,0.00
213360025,Krantz Mill School,Lancaster,Lampeter-Strasburg SD,0.00
213363502,Kraybill Mennonite School,Lancaster,Donegal SD,14.6
211342103,Kurtz Valley Amish School,Juniata,Juniata County SD,0.00
300463280,Lakeside School,Montgomery,Hatboro-Horsham SD,61.9
216551063,Lakeview Amish School,Snyder,Selinsgrove Area SD,0.00
201631505,Lakeview Christian Academy,Washington,Canon-McMillan SD,0.00
300063150,Lakin Early Education Center,Berks,Wyomissing Area SD,0.00
213368002,Lancaster Catholic High School,Lancaster,Manheim Township SD,18.0
213363552,Lancaster Country Day School,Lancaster,Manheim Township SD,4.6
213367952,Lancaster County Christian School - Leola Campus,Lancaster,Conestoga Valley SD,11.0
313369291,Lancaster Early Education Center,Lancaster,Lancaster SD,0.00
313362960,Lancaster Family YMCA,Lancaster,Lancaster SD,0.00
213363852,Lancaster Mennonite School - Locust Grove Campus,Lancaster,Conestoga Valley SD,26.9
213364502,Lancaster Mennonite School - New Danville Campus,Lancaster,Penn Manor SD,42.5
213363632,Lancaster Mennonite School Lancaster Campus,Lancaster,Conestoga Valley SD,24.8
213363572,Landis Hill Parochial School,Lancaster,Eastern Lancaster County SD,0.00
313360119,Landis Woods Nature Preschool,Lancaster,Manheim Township SD,0.00
201306542,Landmark Baptist Academy,Greene,Central Greene SD,0.00
223462502,Lansdale Catholic High School,Montgomery,North Penn SD,0.00
225231902,Lansdowne Friends School,Delaware,William Penn SD,0.00
214067402,LaSalle Academy,Berks,Governor Mifflin SD,28.2
226510023,LaSalle Academy,Philadelphia,Philadelphia City SD,0.00
219351671,LaSalle Academy Jessup,Lackawanna,Valley View SD,20.5
223462602,LaSalle College High School,Montgomery,Springfield Township SD,5.4
300025470,Laughlin Childrens Center,Allegheny,Quaker Valley SD,0.00
213368101,Laurel Ridge Mennonite School,Lancaster,Eastern Lancaster County SD,0.00
211342303,Laurel Run Amish School,Juniata,Juniata County SD,0.00
213363642,Leacock Vocational School,Lancaster,Pequea Valley SD,0.00
205250001,Leadership Christian Academy,Erie,Millcreek Township SD,16.5
216551073,Leaning Oak Mennonite School,Snyder,Midd-West SD,0.00
300420750,Learning Center Inc,McKean,Bradford Area SD,0.00
305200004,Learning Center K-8 School,Crawford,Crawford Central SD,16.7
308058812,Learning Lamp at Everett,Bedford,Everett Area SD,0.00
213381653,Lebanon Christian Academy,Lebanon,Lebanon SD,13.7
214063402,Lebanon Valley Christian Sch,Berks,Conrad Weiser Area SD,0.00
226511242,Legacy Christian Academy,Philadelphia,Philadelphia City SD,100.0
321390022,Lehigh Childrens Academy,Lehigh,East Penn SD,78.6
221393492,Lehigh Christian Academy,Lehigh,Salisbury Township SD,20.1
320480033,Lehigh Learning Academy,Northampton,Nazareth Area SD,0.00
217413537,Leisure Acre School,Lycoming,Montgomery Area SD,0.00
215503302,Liberty Valley Amish School,Perry,West Perry SD,0.00
300091455,Lifespan School,Bucks,Quakertown Community SD,0.00
300103000,Lifesteps Inc,Butler,Butler Area SD,0.00
327040007,Lifesteps Inc.,Beaver,Beaver Area SD,0.00
214063702,Lighthouse Christian Academy,Berks,Fleetwood Area SD,0.00
215221094,Lighthouse Christian Academy,Dauphin,Harrisburg City SD,0.00
212678329,Lighthouse Christian School,York,Dover Area SD,0.00
306275058,Lighthouse Island Academy,Forest,Forest Area SD,0.00
204373604,Ligo School,Lawrence,Wilmington Area SD,0.00
307650030,Ligonier Valley Learning Center,Westmoreland,Greater Latrobe SD,0.00
307650029,Ligonier Valley Learning Center,Westmoreland,Ligonier Valley SD,0.00
326510730,Liguori Academy,Philadelphia,Philadelphia City SD,100.0
212676102,Lilac Glen Amish School,York,Southern York County SD,0.00
213360012,Lime Quarry School,Lancaster,Pequea Valley SD,0.00
213363672,Lime Rock School,Lancaster,Pequea Valley SD,0.00
216470002,Limestone Mennonite Parochial School,Montour,Warrior Run SD,0.00
210187103,Limestone Ridge Amish School,Clinton,Keystone Central SD,0.00
216603153,Limestone Valley Parochial Sch,Union,Mifflinburg Area SD,0.00
213363682,Limeville School,Lancaster,Pequea Valley SD,0.00
213363828,Lincoln Garden School,Lancaster,Ephrata Area SD,0.00
213363692,Lincoln Independent Mennonite School,Lancaster,Ephrata Area SD,0.00
213363702,Linden Grove School,Lancaster,Eastern Lancaster County SD,0.00
213363752,Linden Hall,Lancaster,Warwick SD,0.00
213360049,Linestown Amish School,Lancaster,Penn Manor SD,0.00
213364051,Linville Hill Christian High School,Lancaster,Pequea Valley SD,50.8
213363782,Linville Hill Christian School,Lancaster,Pequea Valley SD,20.5
213363792,Lititz Area Mennonite School,Lancaster,Warwick SD,12.1
213363812,Lititz Christian School,Lancaster,Warwick SD,5.0
205624004,Little Ash Parochial School,Warren,Warren County SD,0.00
204375404,Little Beaver Parochial School,Lawrence,Mohawk Area SD,0.00
213363802,Little Britian Mennonite Sch,Lancaster,Solanco SD,0.00
226512952,Little Flower Catholic School,Philadelphia,Philadelphia City SD,0.00
308050001,Little Learning Lamp,Bedford,Bedford Area SD,0.00
308110005,Little Learning Lamp,Cambria,Richland SD,0.00
308560008,Little Learning Lamp,Somerset,Rockwood Area SD,0.00
308110004,Little Learning Lamp,Cambria,Westmont Hilltop SD,0.00
308560003,Little Learning Lamp at Somerset,Somerset,Somerset Area SD,0.00
210140004,Little Nittany Amish Parochial School,Centre,Bellefonte Area SD,0.00
211448211,Living Springs Christian School,Mifflin,Mifflin County SD,0.00
212283603,Living Word Academy,Franklin,Waynesboro Area SD,0.00
300239650,Llanerch Presbyterian Preschool,Delaware,Haverford Township SD,0.00
210183503,Lock Haven Catholic School,Clinton,Keystone Central SD,13.3
210181889,Locust Grove Amish School,Clinton,Keystone Central SD,0.00
211440895,Locust Hill Amish School,Mifflin,Mifflin County SD,0.00
210180000,Locust Ridge Amish School,Clinton,Keystone Central SD,0.00
213360033,Locust Ridge Amish School,Lancaster,Lampeter-Strasburg SD,0.00
205203504,Log Cabin School,Crawford,Corry Area SD,0.00
226510004,Logan Hope School,Philadelphia,Philadelphia City SD,65.9
300673480,Logos Academy,York,York City SD,64.3
215220705,Logos Academy Harrisburg,Dauphin,Harrisburg City SD,47.8
224153602,London Grove Friends Kdg,Chester,Unionville-Chadds Ford SD,0.00
300225870,Londonderry School,Dauphin,Susquehanna Township SD,0.00
206332504,Lone Maple Amish School,Jefferson,Punxsutawney Area SD,0.00
206176028,Lone Oak Amish School,Clearfield,DuBois Area SD,0.00
208050001,Lone Oak Mennonite School,Bedford,Northern Bedford County SD,0.00
208075592,Lone Pine School,Blair,Tyrone Area SD,0.00
304100015,Longmore Academy,Butler,Mars Area SD,78.0
213363862,Loop Road Amish School,Lancaster,Solanco SD,0.00
226512992,Lotus Academy,Philadelphia,Philadelphia City SD,24.6
212281469,Lurgan View,Franklin,Chambersburg Area SD,6.3
204373664,Lusk School,Lawrence,Wilmington Area SD,0.00
300253780,Luther Memorial Academy,Erie,Erie City SD,25.4
219350002,Lutheran Academy,Lackawanna,Scranton SD,81.3
213363902,Lynwood School,Lancaster,Conestoga Valley SD,0.00
210180010,Mackeyville School,Clinton,Keystone Central SD,0.00
201638005,Madonna Catholic Reg Sch - Mon,Washington,Ringgold SD,38.6
215223413,Mahantango Mountain Amish School,Dauphin,Upper Dauphin Area SD,0.00
321130003,Mahoning Valley Academy,Carbon,Lehighton Area SD,100.0
224154002,Malvern Preparatory School,Chester,Great Valley SD,0.00
221390002,Manarah Islamic Academy,Lehigh,Whitehall-Coplay SD,0.00
215504203,Manassa Amish School,Perry,West Perry SD,0.00
213363952,Manheim Christian Day School,Lancaster,Manheim Central SD,0.00
300594100,Mansfield Area Nursery School,Tioga,Southern Tioga SD,0.00
212283803,Maple Grove Amish School,Franklin,Fannett-Metal SD,0.00
224154152,Maple Grove Amish School,Chester,Octorara Area SD,0.00
206333154,Maple Grove Amish School,Jefferson,Punxsutawney Area SD,0.00
206610006,Maple Grove Amish School,Crawford,Titusville Area SD,0.00
213360045,Maple Hillside Amish School,Lancaster,Solanco SD,0.00
210140295,Maple Hollow Amish School,Centre,Penns Valley Area SD,0.00
228320000,Maple Knob,Indiana,Armstrong SD,0.00
228036673,Maple Leaf Amish School,Armstrong,Armstrong SD,0.00
205206183,Maple Meadow School,Crawford,Corry Area SD,0.00
208565464,Maple Ridge Parochial School,Somerset,Meyersdale Area SD,0.00
217085349,Maple Valley Mennonite School,Bradford,Troy Area SD,0.00
216492903,Maranatha Christian School,Northumberland,Warrior Run SD,0.00
300021510,Margaret Shadick Cyert Ctr for Early Ed & Prog,Allegheny,Pittsburgh SD,0.00
229544002,Marian High School,Schuylkill,Tamaqua Area SD,22.9
209535938,Marsh Creek Amish School,Potter,Northern Potter SD,0.00
300464050,Martin Luther School,Montgomery,Colonial SD,100.0
223467176,Martin Saints Classical High School,Montgomery,Springfield Township SD,0.00
213363992,Martindale Parochial School,Lancaster,Eastern Lancaster County SD,0.00
223460005,Mary Mother of the Redeemer School,Montgomery,North Penn SD,0.00
203025485,Mary of Nazareth Catholic School,Allegheny,McKeesport Area SD,50.4
207654405,Mary Queen of Apostles Sch -Freeport Rd,Westmoreland,New Kensington-Arnold SD,32.0
207658355,Mary Queen of Apostles Sch -Greenwald Site,Westmoreland,New Kensington-Arnold SD,31.4
223469002,Mater Dei Catholic School,Montgomery,North Penn SD,0.00
226514052,Maternity BVM School,Philadelphia,Philadelphia City SD,0.00
215223573,Matterstown School,Dauphin,Upper Dauphin Area SD,0.00
213361489,Maxwell School,Lancaster,Eastern Lancaster County SD,0.00
206167879,McCauley School,Clarion,North Clarion County SD,0.00
212283903,McClays Mill Amish School,Franklin,Chambersburg Area SD,5.0
300043000,McGuire Memorial,Beaver,New Brighton Area SD,67.3
215210004,McKinney Amish School,Cumberland,Shippensburg Area SD,0.00
212280004,Meadow Brook Amish School,Franklin,Fannett-Metal SD,0.00
210184003,Meadow Brook Parochial School,Clinton,Keystone Central SD,0.00
213364142,Meadow Creek Parochial School,Lancaster,Eastern Lancaster County SD,0.00
213364022,Meadow Lane School,Lancaster,Pequea Valley SD,0.00
204373704,Meadow Lark School,Lawrence,Wilmington Area SD,0.00
215220013,Meadow Ridge Parochial School,Dauphin,Upper Dauphin Area SD,0.00
213360013,Meadow Ridge School,Lancaster,Solanco SD,0.00
205204110,Meadow Run Amish School,Crawford,Corry Area SD,0.00
215210005,Meadow Run School,Cumberland,Shippensburg Area SD,0.00
213364032,Meadow Springs Parochial Sch,Lancaster,Pequea Valley SD,0.00
204430005,Meadow Valley Christian School,Mercer,Reynolds SD,0.00
206160003,Meadow View Amish School,Clarion,Keystone SD,0.00
216550819,Meadow View Amish School,Snyder,Midd-West SD,0.00
211443003,Meadow View Amish School,Mifflin,Mifflin County SD,0.00
205250008,Meadow View Amish School,Warren,Warren County SD,0.00
204430117,Meadow View Amish School,Mercer,West Middlesex Area SD,0.00
213380553,Meadow View Framers,Lebanon,Eastern Lebanon County SD,0.00
213364162,Meadow View Parochial School,Lancaster,Conestoga Valley SD,0.00
216551153,Meadow View Parochial School,Snyder,Selinsgrove Area SD,0.00
228030005,Meadow View School,Armstrong,Armstrong SD,0.00
205208751,Meadow View School,Crawford,Corry Area SD,0.00
206610002,Meadow View School,Venango,Franklin Area SD,0.00
209530000,Meadow View School,Potter,Northern Potter SD,0.00
216492913,Meadowbrook Christian School,Northumberland,Milton Area SD,0.00
208563955,Meadowbrook Parochial School,Somerset,Meyersdale Area SD,0.00
223469452,Meadowbrook School,Montgomery,Abington SD,0.00
213364062,Meadowbrook School,Lancaster,Pequea Valley SD,0.00
300460630,Meadowlane Montessori School,Montgomery,Jenkintown SD,0.00
213365379,Meadows of Hope Christian School,Lancaster,Penn Manor SD,66.7
216492923,Meadowview Christian Academy,Northumberland,Shamokin Area SD,9.2
213364042,Meadowview School,Lancaster,Pequea Valley SD,0.00
206166504,Mealy Amish School,Clarion,North Clarion County SD,0.00
224154512,Media Amish Parochial School,Chester,Oxford Area SD,0.00
300234600,Media Childrens House,Delaware,Penn-Delco SD,0.00
225234002,Media Providence Friends Sch,Delaware,Rose Tree Media SD,0.00
213364122,Meetinghouse Road School,Lancaster,Pequea Valley SD,0.00
318666152,Mehoopany Nursery School,Wyoming,Tunkhannock Area SD,0.00
300234800,Melmark Inc,Delaware,Marple Newtown SD,0.00
205204504,Melody Echoes School,Crawford,Crawford Central SD,0.00
315210013,Merakey Autism Center,Cumberland,Carlisle Area SD,33.3
315220122,Merakey Autism Center,Dauphin,Central Dauphin SD,100.0
301630021,Merakey Autism Center,Westmoreland,Mount Pleasant Area SD,87.5
307650039,Merakey Education Achievement,Westmoreland,Hempfield Area SD,100.0
308070003,Merakey Education Center,Blair,Altoona Area SD,0.00
322090083,Merakey Education Center,Bucks,Central Bucks SD,85.7
312280004,Merakey Education Center,Franklin,Chambersburg Area SD,90.9
328030004,Merakey Education Center,Armstrong,Leechburg Area SD,100.0
319350021,Merakey Education Center,Lackawanna,Scranton SD,100.0
308070009,Merakey Education Center,Blair,Spring Cove SD,0.00
310140017,Merakey Education Center,Centre,State College Area SD,66.7
326514352,Merakey Education Center-Phila,Philadelphia,Philadelphia City SD,100.0
212287503,Mercersburg Academy,Franklin,Tuscarora SD,0.00
226514102,Mercy Career and Technical High School,Philadelphia,Philadelphia City SD,0.00
221394002,Mercy Special Learning Center,Lehigh,Allentown City SD,100.0
205254004,Mercyhurst Preparatory School,Erie,Erie City SD,20.8
223464302,Merion Mercy Academy,Montgomery,Lower Merion SD,0.00
223461534,Mesivta High School of Greater Philadelphia,Montgomery,Lower Merion SD,15.1
300515921,Methodist Services,Philadelphia,Philadelphia City SD,100.0
213364102,Metzlers Mennonite School,Lancaster,Conestoga Valley SD,0.00
213364132,Middle Creek Parochial School,Lancaster,Warwick SD,0.00
210140010,Middle Road School,Centre,Penns Valley Area SD,0.00
215213243,Middle Run Parochial School,Cumberland,Shippensburg Area SD,0.00
300234860,Middletown Montessori School,Delaware,Rose Tree Media SD,0.00
211443503,Mifflin County Christian Academy,Mifflin,Mifflin County SD,24.7
323460089,Milagre Kids School,Montgomery,North Penn SD,0.00
323467305,Milestone Academy,Montgomery,Abington SD,91.7
300404510,Milford E Barnes Junior School,Luzerne,Wilkes-Barre Area SD,100.0
213364172,Mill Creek School,Lancaster,Conestoga Valley SD,0.00
226514112,Mill Creek School,Philadelphia,Philadelphia City SD,0.00
213360032,Mill Creek Valley Parochial School,Lancaster,Eastern Lancaster County SD,0.00
213364222,Mill Road School,Lancaster,Eastern Lancaster County SD,0.00
224154520,Mill Run School,Lancaster,Pequea Valley SD,0.00
213384053,Millbach Mennonite School,Lebanon,Eastern Lebanon County SD,0.00
213384003,Millbach Springs School,Lebanon,Eastern Lebanon County SD,0.00
213384083,Millcreek Parochial School,Lebanon,Eastern Lebanon County SD,0.00
216603694,Millmont Mennonite School,Union,Mifflinburg Area SD,0.00
213364202,Millport Mennonite School,Lancaster,Conestoga Valley SD,0.00
213360540,Millway School,Lancaster,Ephrata Area SD,0.00
213364282,Millwood School,Lancaster,Pequea Valley SD,0.00
219359801,Milton Eisner Yeshiva HS,Lackawanna,Scranton SD,66.7
213361781,Milton Grove Amish School,Lancaster,Manheim Central SD,0.00
215224123,Milton Hershey School,Dauphin,Derry Township SD,100.0
213360079,Minnich School,Lancaster,Conestoga Valley SD,0.00
223464502,Miquon School,Montgomery,Colonial SD,11.0
324150059,Mission for Educating Children with Autism,Chester,Downingtown Area SD,0.00
210140012,Misty Meadow School,Centre,Penns Valley Area SD,0.00
213360083,Misty Meadow School,Lancaster,Solanco SD,0.00
218404201,MMI Preparatory School,Luzerne,Hazleton Area SD,21.5
301630017,Mon Valley YMCA Preschool,Washington,Ringgold SD,0.00
225231002,Monsignor Bonner Archbishop Prendergast Catholic High School,Delaware,Upper Darby SD,0.00
300286650,Montessori Academy of Chambersburg,Franklin,Chambersburg Area SD,28.1
300364100,Montessori Academy of Lancaster,Lancaster,Manheim Township SD,0.00
300026470,Montessori Childrens Community,Allegheny,Quaker Valley SD,0.00
300091390,Montessori Childrens House,Montgomery,Centennial SD,0.00
300155630,Montessori Childrens House of Valley Forge,Chester,Tredyffrin-Easttown SD,0.00
300673550,Montessori Childrens House of York,York,Central York SD,0.00
300064150,Montessori Country Day School,Berks,Governor Mifflin SD,0.00
300250760,Montessori in the Woods,Erie,Millcreek Township SD,0.00
300464850,Montessori School,Montgomery,Upper Dublin SD,7.3
224154532,Montgomery School,Chester,Downingtown Area SD,0.00
220484002,Moravian Academy Lower School,Northampton,Bethlehem Area SD,7.6
220483972,Moravian Academy Middle School,Northampton,Bethlehem Area SD,11.5
220483952,Moravian Academy Upper School,Northampton,Bethlehem Area SD,0.7
308118437,Morrell Neighborhood School,Cambria,Greater Johnstown SD,0.00
213364272,Morris Hill School,Lancaster,Solanco SD,0.00
226514252,Mother Divine Grace School,Philadelphia,Philadelphia City SD,0.00
202026345,Mother of Mercy Academy,Allegheny,Baldwin-Whitehall SD,25.8
225238052,Mother of Providence Regional Catholic School,Delaware,Wallingford-Swarthmore SD,0.00
207654205,Mother of Sorrows School,Westmoreland,Franklin Regional SD,15.5
205252604,Mother Teresa Academy,Erie,Erie City SD,98.8
223464702,Mother Teresa Regional Catholic School,Montgomery,Upper Merion Area SD,0.00
213364252,Mount Calvary Christian School,Lancaster,Elizabethtown Area SD,2.7
201264005,Mount Carmel Christian School,Fayette,Connellsville Area SD,9.4
203024285,Mount Lebanon Montessori School,Allegheny,Mt Lebanon SD,5.7
201264305,Mount Moriah Christian School,Fayette,Albert Gallatin Area SD,19.7
214064252,Mount Pleasant Amish School,Chester,Twin Valley SD,0.00
213364232,Mount Pleasant View School,Lancaster,Solanco SD,0.00
223464802,Mount Saint Joseph Academy,Montgomery,Springfield Township SD,0.00
213360065,Mount Vernon School,Chester,Octorara Area SD,0.00
216600001,Mountain Laurel School,Union,Mifflinburg Area SD,0.00
213360014,Mountain Side School,Lancaster,Pequea Valley SD,0.00
210180006,Mountain Top School,Clinton,Keystone Central SD,0.00
212284003,Mountain View Amish School,Franklin,Fannett-Metal SD,0.00
211340004,Mountain View Amish School,Juniata,Juniata County SD,0.00
211444003,Mountain View Amish School,Mifflin,Mifflin County SD,0.00
210144203,Mountain View Amish School,Centre,Penns Valley Area SD,0.00
206338504,Mountain View Amish School,Jefferson,Punxsutawney Area SD,0.00
216550007,Mountain View Amish School,Snyder,Selinsgrove Area SD,0.00
215210011,Mountain View Amish School,Cumberland,Shippensburg Area SD,0.00
211295002,Mountain View Christian School,Fulton,Central Fulton SD,0.00
208564005,Mountain View Christian School,Somerset,Salisbury-Elk Lick SD,0.00
217414201,Mountain View Christian School,Lycoming,South Williamsport Area SD,26.3
213364262,Mountain View Mennonite School,Lancaster,Eastern Lancaster County SD,0.00
216603593,Mountain View Parochial School,Union,Mifflinburg Area SD,0.00
215504253,Mountain View Parochial School,Perry,West Perry SD,0.00
217410003,Mountain View School,Lycoming,Jersey Shore Area SD,0.00
212284454,Mowersville Amish Parochial School,Franklin,Chambersburg Area SD,0.00
212284033,Mowersville Christian Academy,Franklin,Chambersburg Area SD,0.00
214066065,Mt Aetna Mennonite,Berks,Tulpehocken Area SD,0.00
226514262,Mt Airy Christian Day School,Philadelphia,Philadelphia City SD,100.0
212284053,Mt Rock Parochial School,Cumberland,Shippensburg Area SD,0.00
300026440,Mt Washington Childrens Center,Allegheny,Pittsburgh SD,0.00
213364332,Muddy Creek Christian School,Lancaster,Eastern Lancaster County SD,0.00
213364302,Muddy Run Amish School,Lancaster,Pequea Valley SD,0.00
218404501,Muhlenburg Christian Academy,Luzerne,Northwest Area SD,0.00
206330002,Munderf Amish School,Jefferson,Brockway Area SD,0.00
303020075,Mushroom Family Learning Center,Allegheny,Chartiers Valley SD,0.00
213364342,Mussers Parochial School,Lancaster,Conestoga Valley SD,0.00
209530001,Musto Hollow Amish School,Potter,Northern Potter SD,0.00
213364362,Myers School,Lancaster,Conestoga Valley SD,0.00
213384103,Myerstown Mennonite School,Lebanon,Eastern Lebanon County SD,0.00
213384503,Nacetown Mennonite School,Lebanon,Eastern Lebanon County SD,0.00
213364402,Napierville Mennonite School,Lancaster,Cocalico SD,0.00
213360036,Narvon Run School,Lancaster,Pequea Valley SD,0.00
229544502,Nativity BVM High School,Schuylkill,Pottsville Area SD,15.0
300395100,Nativity Lutheran Early Childhood Education Center,Lehigh,Allentown City SD,0.00
219353783,Nativity Miguel School of Scranton,Lackawanna,Scranton SD,100.0
222094502,Nativity of Our Lord School,Bucks,Centennial SD,0.00
215220001,Nativity School of Harrisburg,Dauphin,Harrisburg City SD,100.0
226514352,Nazareth Academy Grade School,Philadelphia,Philadelphia City SD,0.00
226514402,Nazareth Academy High School,Philadelphia,Philadelphia City SD,0.00
203027948,Nazareth Prep,Allegheny,Avonworth SD,50.0
302020002,Neighborhood Academy,Allegheny,Pittsburgh SD,94.5
206166954,New Bethlehem Mennonite School,Clarion,Redbank Valley SD,0.00
228034004,New Bethlehem Wesleyan Methodist School,Clarion,Redbank Valley SD,0.00
204373914,New Castle Christian Academy,Lawrence,New Castle Area SD,50.4
217596001,New Covenant Academy,Tioga,Southern Tioga SD,29.8
213384803,New Covenant Christian School,Lebanon,Cornwall-Lebanon SD,46.3
213360062,New Danville School,Lancaster,Penn Manor SD,0.00
301260006,New Directions,Fayette,Laurel Highlands SD,90.7
229544702,New England Valley Mennonite,Schuylkill,Tamaqua Area SD,0.00
213364552,New Haven Mennonite School,Lancaster,Warwick SD,0.00
322090041,New Hope Academy,Bucks,Central Bucks SD,0.00
322090000,New Hope Academy,Bucks,Council Rock SD,0.00
226510047,New Hope Christian Academy,Philadelphia,Philadelphia City SD,88.7
213360052,New Hope Parochial School,Lancaster,Solanco SD,0.00
205208096,New Horizon Amish School,Crawford,Penncrest SD,0.00
226510020,New Life Alternatives Christian Academy,Philadelphia,Philadelphia City SD,92.3
220523852,New Life Christian Day School,Pike,Delaware Valley SD,0.00
201264655,New Meadow Run Parochial School,Fayette,Uniontown Area SD,0.00
226512587,New Medina Learning Institute,Philadelphia,Philadelphia City SD,97.5
213364582,New Milltown Amish Paroch Sch,Lancaster,Pequea Valley SD,0.00
303020003,New Outlook Academy,Allegheny,South Park SD,100.0
213360053,New Providence School,Lancaster,Solanco SD,0.00
300364320,New School of Lancaster,Lancaster,Lancaster SD,6.0
213360057,New Texas Amish Parochial School,Lancaster,Solanco SD,0.00
213364622,Newport School,Lancaster,Pequea Valley SD,0.00
222094752,Newtown Friends School,Bucks,Neshaminy SD,1.1
300235350,Newtown Square Presby Nursery School,Delaware,Marple Newtown SD,0.00
323460026,Nexus School,Montgomery,Abington SD,0.00
208117550,Nicktown Parochial School,Indiana,Penns Manor Area SD,0.00
300140300,Nittany Christian School,Centre,State College Area SD,22.6
208566005,Niverton School,Somerset,Salisbury-Elk Lick SD,0.00
208050003,Noahs Ark Kindergarten,Bedford,Chestnut Ridge SD,0.00
203024335,Noahs Ark Preschool/St Stephen Kindergarten,Allegheny,Quaker Valley SD,0.00
213364752,Noble Oak School,Lancaster,Solanco SD,0.00
300462770,Noreen Cook Ctr for ECE of Har Zion Temple,Montgomery,Lower Merion SD,0.00
202024475,North Catholic High School,Butler,Seneca Valley SD,10.3
213364802,North Jackson Amish School,Lancaster,Lampeter-Strasburg SD,0.00
213389679,North Lebanon Parochial School,Lebanon,Cornwall-Lebanon SD,0.00
214064602,North Marion Parochial School,Berks,Conrad Weiser Area SD,0.00
215224703,North Mountain View Amish,Dauphin,Millersburg Area SD,0.00
205200000,North Richmond,Crawford,Penncrest SD,0.00
217084401,North Rome Christian School,Bradford,Northeast Bradford SD,13.8
213364872,North Star School,Lancaster,Conestoga Valley SD,0.00
213364852,North Star Vocational School,Lancaster,Lampeter-Strasburg SD,0.00
226515662,Northeast Central Chr Schl,Philadelphia,Philadelphia City SD,27.0
215224733,Northern Dauphin Christian School,Dauphin,Millersburg Area SD,0.00
215225481,Northern Dauphin County Christian School,Dauphin,Millersburg Area SD,0.00
202026125,Northside Catholic Assumption Academy,Allegheny,Pittsburgh SD,59.3
216493003,Northumberland Christian Sch,Northumberland,Shikellamy SD,26.1
226514502,Norwood Fontbonne Academy,Philadelphia,Philadelphia City SD,0.00
225234602,Notre Dame Delourdes School,Delaware,Ridley SD,0.00
220457001,Notre Dame Elementary School,Monroe,East Stroudsburg Area SD,6.9
220484502,Notre Dame High School,Northampton,Bethlehem Area SD,5.8
220454501,Notre Dame High School,Monroe,East Stroudsburg Area SD,22.8
220484462,Notre Dame of Beth School,Lehigh,Bethlehem Area SD,5.4
213364902,Oak Grove Amish School,Lancaster,Conestoga Valley SD,0.00
210180001,Oak Grove Amish School,Clinton,Keystone Central SD,0.00
206334004,Oak Grove Parochial School,Indiana,Punxsutawney Area SD,0.00
215213453,Oak Grove Parochial School,Cumberland,Shippensburg Area SD,0.00
208566505,Oak Grove School,Somerset,Meyersdale Area SD,0.00
214064752,Oak Haven School,Berks,Fleetwood Area SD,0.00
212280000,Oak Hill School,Franklin,Waynesboro Area SD,0.00
213360021,Oak Lane Mennonite School,Lancaster,Manheim Central SD,0.00
213360027,Oak Ridge Amish School,Lancaster,Solanco SD,0.00
