county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
Wayne,119648703,Wayne Highlands SD,4295,Honesdale HS,185,118,63.78%,118,63.78%,122,65.95%,4,2.16%,0,0.00%
,,,9999,Wayne Highlands SD,7,3,42.86%,3,42.86%,3,42.86%,0,0.00%,0,0.00%
,,Wayne Highlands SD,,,192,121,63.02%,121,63.02%,125,65.10%,4,2.08%,0,0.00%
,119648903,Western Wayne SD,6704,Western Wayne HS,127,79,62.20%,77,60.63%,83,65.35%,4,3.15%,2,1.57%
,,Western Wayne SD,,,127,79,62.20%,77,60.63%,83,65.35%,4,3.15%,2,1.57%
Wayne,,,,,319,200,62.70%,198,62.07%,208,65.20%,8,2.51%,2,0.63%
Westmoreland,107650603,Belle Vernon Area SD,4930,Belle Vernon Area HS,181,129,71.27%,124,68.51%,129,71.27%,0,0.00%,5,2.76%
,,Belle Vernon Area SD,,,181,129,71.27%,124,68.51%,129,71.27%,0,0.00%,5,2.76%
,107650703,Burrell SD,4340,Burrell HS,144,107,74.31%,106,73.61%,108,75.00%,1,0.69%,1,0.69%
,,,9999,Burrell SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Burrell SD,,,145,107,73.79%,106,73.10%,108,74.48%,1,0.69%,1,0.69%
,107651603,Derry Area SD,4352,Derry Area SHS,137,89,64.96%,89,64.96%,93,67.88%,4,2.92%,0,0.00%
,,,9999,Derry Area SD,11,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Derry Area SD,,,148,89,60.14%,89,60.14%,93,62.84%,4,2.70%,0,0.00%
,107652603,Franklin Regional SD,4360,Franklin Regional SHS,282,232,82.27%,230,81.56%,234,82.98%,2,0.71%,2,0.71%
,,,9999,Franklin Regional SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Franklin Regional SD,,,283,232,81.98%,230,81.27%,234,82.69%,2,0.71%,2,0.71%
,107653040,Dr Robert Ketterer CS Inc,7550,Dr Robert Ketterer CS Inc,31,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Dr Robert Ketterer CS Inc,,,31,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,107653102,Greater Latrobe SD,4845,Greater Latrobe SHS,319,221,69.28%,217,68.03%,222,69.59%,1,0.31%,4,1.25%
,,,9999,Greater Latrobe SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Greater Latrobe SD,,,325,221,68.00%,217,66.77%,222,68.31%,1,0.31%,4,1.23%
,107653203,Greensburg Salem SD,4373,Greensburg-Salem HS,172,124,72.09%,118,68.60%,124,72.09%,0,0.00%,6,3.49%
,,,9999,Greensburg Salem SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Greensburg Salem SD,,,178,124,69.66%,118,66.29%,124,69.66%,0,0.00%,6,3.37%
,107653802,Hempfield Area SD,4404,Hempfield Area SHS,428,209,48.83%,201,46.96%,212,49.53%,3,0.70%,8,1.87%
,,,9999,Hempfield Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hempfield Area SD,,,432,209,48.38%,201,46.53%,212,49.07%,3,0.69%,8,1.85%
,107654103,Jeannette City SD,8421,Jeannette HS,58,35,60.34%,31,53.45%,35,60.34%,0,0.00%,4,6.90%
,,Jeannette City SD,,,58,35,60.34%,31,53.45%,35,60.34%,0,0.00%,4,6.90%
,107654403,Kiski Area SD,4431,Kiski Area HS,258,139,53.88%,134,51.94%,142,55.04%,3,1.16%,5,1.94%
,,Kiski Area SD,,,258,139,53.88%,134,51.94%,142,55.04%,3,1.16%,5,1.94%
,107654903,Ligonier Valley SD,4442,Ligonier Valley HS,104,73,70.19%,73,70.19%,76,73.08%,3,2.88%,0,0.00%
,,,9999,Ligonier Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Ligonier Valley SD,,,106,73,68.87%,73,68.87%,76,71.70%,3,2.83%,0,0.00%
,107655803,Monessen City SD,6181,Monessen SHS,60,36,60.00%,29,48.33%,36,60.00%,0,0.00%,7,11.67%
,,,9999,Monessen City SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Monessen City SD,,,61,36,59.02%,29,47.54%,36,59.02%,0,0.00%,7,11.48%
,107655903,Mount Pleasant Area SD,4458,Mount Pleasant Area HS,142,99,69.72%,92,64.79%,100,70.42%,1,0.70%,7,4.93%
,,,9999,Mount Pleasant Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Mount Pleasant Area SD,,,143,99,69.23%,92,64.34%,100,69.93%,1,0.70%,7,4.90%
,107656303,New Kensington-Arnold SD,8323,Valley JSHS,99,41,41.41%,41,41.41%,44,44.44%,3,3.03%,0,0.00%
,,New Kensington-Arnold SD,,,99,41,41.41%,41,41.41%,44,44.44%,3,3.03%,0,0.00%
,107656502,Norwin SD,4717,Norwin SHS,408,315,77.21%,302,74.02%,324,79.41%,9,2.21%,13,3.19%
,,,9999,Norwin SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Norwin SD,,,409,315,77.02%,302,73.84%,324,79.22%,9,2.20%,13,3.18%
,107657103,Penn-Trafford SD,6648,Penn Trafford HS,326,250,76.69%,248,76.07%,252,77.30%,2,0.61%,2,0.61%
,,Penn-Trafford SD,,,326,250,76.69%,248,76.07%,252,77.30%,2,0.61%,2,0.61%
,107657503,Southmoreland SD,6191,Southmoreland SHS,123,71,57.72%,71,57.72%,71,57.72%,0,0.00%,0,0.00%
,,,9999,Southmoreland SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Southmoreland SD,,,124,71,57.26%,71,57.26%,71,57.26%,0,0.00%,0,0.00%
,107658903,Yough SD,4735,Yough SHS,146,89,60.96%,84,57.53%,89,60.96%,0,0.00%,5,3.42%
,,,9999,Yough SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Yough SD,,,149,89,59.73%,84,56.38%,89,59.73%,0,0.00%,5,3.36%
Westmoreland,,,,,"3,456","2,259",65.36%,"2,190",63.37%,"2,291",66.29%,32,0.93%,69,2.00%
Wyoming,118667503,Tunkhannock Area SD,5271,Tunkhannock HS,160,96,60.00%,91,56.88%,96,60.00%,0,0.00%,5,3.13%
,,,9999,Tunkhannock Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Tunkhannock Area SD,,,164,96,58.54%,91,55.49%,96,58.54%,0,0.00%,5,3.05%
,119665003,Lackawanna Trail SD,4528,Lackawanna Trail JSHS,70,44,62.86%,44,62.86%,47,67.14%,3,4.29%,0,0.00%
,,,9999,Lackawanna Trail SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lackawanna Trail SD,,,71,44,61.97%,44,61.97%,47,66.20%,3,4.23%,0,0.00%
Wyoming,,,,,235,140,59.57%,135,57.45%,143,60.85%,3,1.28%,5,2.13%
York,112671303,Central York SD,4545,Central York HS,423,298,70.45%,293,69.27%,305,72.10%,7,1.65%,5,1.18%
,,,9999,Central York SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Central York SD,,,430,298,69.30%,293,68.14%,305,70.93%,7,1.63%,5,1.16%
,112671603,Dallastown Area SD,4553,Dallastown Area SHS,455,308,67.69%,303,66.59%,320,70.33%,12,2.64%,5,1.10%
,,,9999,Dallastown Area SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,Dallastown Area SD,,,456,309,67.76%,304,66.67%,321,70.39%,12,2.63%,5,1.10%
,112671803,Dover Area SD,4558,Dover Area HS,227,128,56.39%,126,55.51%,128,56.39%,0,0.00%,2,0.88%
,,,9999,Dover Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Dover Area SD,,,231,128,55.41%,126,54.55%,128,55.41%,0,0.00%,2,0.87%
,112672203,Eastern York SD,4564,Eastern York HS,156,79,50.64%,75,48.08%,92,58.97%,13,8.33%,4,2.56%
,,,9999,Eastern York SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Eastern York SD,,,162,79,48.77%,75,46.30%,92,56.79%,13,8.02%,4,2.47%
,112672803,Hanover Public SD,4571,Hanover SHS,110,54,49.09%,48,43.64%,54,49.09%,0,0.00%,6,5.45%
,,,9999,Hanover Public SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Hanover Public SD,,,119,54,45.38%,48,40.34%,54,45.38%,0,0.00%,6,5.04%
,112673300,Crispus Attucks CS,7624,Crispus Attucks CS,32,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Crispus Attucks CS,,,32,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112674403,Northeastern York SD,4577,Northeastern SHS,268,179,66.79%,165,61.57%,187,69.78%,8,2.99%,14,5.22%
,,Northeastern York SD,,,268,179,66.79%,165,61.57%,187,69.78%,8,2.99%,14,5.22%
,112675503,Red Lion Area SD,4598,Red Lion Area SHS,326,193,59.20%,182,55.83%,199,61.04%,6,1.84%,11,3.37%
,,,9999,Red Lion Area SD,6,0,0.00%,0,0.00%,1,16.67%,1,16.67%,0,0.00%
,,Red Lion Area SD,,,332,193,58.13%,182,54.82%,200,60.24%,7,2.11%,11,3.31%
,112676203,South Eastern SD,4602,Kennard-Dale HS,169,109,64.50%,105,62.13%,111,65.68%,2,1.18%,4,2.37%
,,South Eastern SD,,,169,109,64.50%,105,62.13%,111,65.68%,2,1.18%,4,2.37%
,112676403,South Western SD,4608,South Western SHS,282,162,57.45%,159,56.38%,176,62.41%,14,4.96%,3,1.06%
,,,9999,South Western SD,35,2,5.71%,2,5.71%,2,5.71%,0,0.00%,0,0.00%
,,South Western SD,,,317,164,51.74%,161,50.79%,178,56.15%,14,4.42%,3,0.95%
,112676503,Southern York County SD,4614,Susquehannock HS,224,156,69.64%,147,65.63%,156,69.64%,0,0.00%,9,4.02%
,,,9999,Southern York County SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Southern York County SD,,,229,156,68.12%,147,64.19%,156,68.12%,0,0.00%,9,3.93%
,112676703,Spring Grove Area SD,4623,Spring Grove Area HS,268,160,59.70%,148,55.22%,168,62.69%,8,2.99%,12,4.48%
,,,9999,Spring Grove Area SD,7,0,0.00%,0,0.00%,1,14.29%,1,14.29%,0,0.00%
,,Spring Grove Area SD,,,275,160,58.18%,148,53.82%,169,61.45%,9,3.27%,12,4.36%
,112678503,West York Area SD,6705,West York Area HS,186,114,61.29%,103,55.38%,121,65.05%,7,3.76%,11,5.91%
,,,9999,West York Area SD,14,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,West York Area SD,,,200,114,57.00%,103,51.50%,121,60.50%,7,3.50%,11,5.50%
,112679002,York City SD,4647,William Penn SHS,228,70,30.70%,67,29.39%,75,32.89%,5,2.19%,3,1.32%
,,,9999,York City SD,23,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,York City SD,,,251,70,27.89%,67,26.69%,75,29.88%,5,1.99%,3,1.20%
,112679107,York Co School of Technology,5168,York Co School of Technology,387,120,31.01%,110,28.42%,123,31.78%,3,0.78%,10,2.58%
,,York Co School of Technology,,,387,120,31.01%,110,28.42%,123,31.78%,3,0.78%,10,2.58%
,112679403,York Suburban SD,4658,York Suburban SHS,200,145,72.50%,145,72.50%,147,73.50%,2,1.00%,0,0.00%
,,,9999,York Suburban SD,12,2,16.67%,2,16.67%,2,16.67%,0,0.00%,0,0.00%
,,York Suburban SD,,,212,147,69.34%,147,69.34%,149,70.28%,2,0.94%,0,0.00%
,115219002,West Shore SD,1732,Cedar Cliff HS,301,190,63.12%,189,62.79%,195,64.78%,5,1.66%,1,0.33%
,,,4704,Red Land SHS,250,155,62.00%,152,60.80%,156,62.40%,1,0.40%,3,1.20%
,,,9999,West Shore SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,West Shore SD,,,558,345,61.83%,341,61.11%,351,62.90%,6,1.08%,4,0.72%
,115674603,Northern York County SD,6345,Northern HS,259,154,59.46%,154,59.46%,157,60.62%,3,1.16%,0,0.00%
,,,9999,Northern York County SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Northern York County SD,,,261,154,59.00%,154,59.00%,157,60.15%,3,1.15%,0,0.00%
York,,,,,"4,889","2,779",56.84%,"2,676",54.74%,"2,877",58.85%,98,2.00%,103,2.11%
Overall,,,,,"123,407","75,185",60.92%,"73,261",59.37%,"77,951",63.17%,"2,766",2.24%,"1,924",1.56%
,,,,,"370,221",,,,,,,,,,
