Percent Of Enrollments from Low-Income Families,,,,,,,,,
,,,,,,,,,
School Level,,,,,,,,,
Year: 2021-2022,,,,,,,,,
SUBMITTING AUN,LEA NAME,LEA TYPE,SCHOOL NUMBER,SCHOOL NAME,TOTAL ENROLLMENT,LOW INCOME ENROLLMENT,PERCENT OF ENROLLMENT FROM LOW INCOME FAMILIES,,
119584503,Montrose Area SD,SD,4044,Montrose Area JSHS,565,245,43.4%,,
103026343,Moon Area SD,SD,0240,Bon Meade El Sch,574,90,15.7%,,
103026343,Moon Area SD,SD,7441,J H Brooks El Sch,391,97,24.8%,,
103026343,Moon Area SD,SD,8347,J.A. Allard El Sch,218,69,31.7%,,
103026343,Moon Area SD,SD,7952,McCormick El Sch,198,15,7.6%,,
103026343,Moon Area SD,SD,8253,Moon Area Lower MS,593,189,31.9%,,
103026343,Moon Area SD,SD,8254,Moon Area Upper MS,609,147,24.1%,,
103026343,Moon Area SD,SD,4951,Moon SHS,1186,237,20.0%,,
103026343,Moon Area SD,SD,8370,Richard J. Hyde El Sch,207,90,43.5%,,
122097203,Morrisville Borough SD,SD,8112,Grandview El Sch,216,82,38.0%,,
122097203,Morrisville Borough SD,SD,8381,Morrisville HS,408,222,54.4%,,
122097203,Morrisville Borough SD,SD,8380,Morrisville Intermediate Sch,206,121,58.7%,,
110175003,Moshannon Valley SD,SD,6929,Moshannon Valley El Sch,405,235,58.0%,,
110175003,Moshannon Valley SD,SD,1550,Moshannon Valley JSHS,397,190,47.9%,,
116495103,Mount Carmel Area SD,SD,7498,Mount Carmel Area El Sch,797,621,77.9%,,
116495103,Mount Carmel Area SD,SD,6936,Mount Carmel Area HS,447,283,63.3%,,
116495103,Mount Carmel Area SD,SD,8135,Mount Carmel Area JH,254,191,75.2%,,
107655903,Mount Pleasant Area SD,SD,4454,Donegal El Sch,97,30,30.9%,,
107655903,Mount Pleasant Area SD,SD,4458,Mount Pleasant Area HS,609,261,42.9%,,
107655903,Mount Pleasant Area SD,SD,7791,Mount Pleasant Area JHS,319,130,40.8%,,
107655903,Mount Pleasant Area SD,SD,4455,Norvelt El Sch,463,205,44.3%,,
107655903,Mount Pleasant Area SD,SD,4457,Ramsay El Sch,416,167,40.1%,,
111316003,Mount Union Area SD,SD,2297,Mount Union Area JHS,299,170,56.9%,,
111316003,Mount Union Area SD,SD,7944,Mount Union Area SHS,372,187,50.3%,,
111316003,Mount Union Area SD,SD,7733,Mount Union-Kistler El Sch,299,111,37.1%,,
111316003,Mount Union Area SD,SD,2291,Shirley Twp El Sch,238,120,50.4%,,
119584603,Mountain View SD,SD,7339,Mountain View El Sch,480,224,46.7%,,
119584603,Mountain View SD,SD,4049,Mountain View JSHS,415,174,41.9%,,
103026402,Mt Lebanon SD,SD,0249,Foster El Sch,265,23,8.7%,,
103026402,Mt Lebanon SD,SD,0251,Hoover El Sch,280,42,15.0%,,
103026402,Mt Lebanon SD,SD,0248,Howe El Sch,358,46,12.8%,,
103026402,Mt Lebanon SD,SD,0250,Jefferson El Sch,300,13,4.3%,,
103026402,Mt Lebanon SD,SD,7535,Jefferson MS,603,67,11.1%,,
103026402,Mt Lebanon SD,SD,0246,Lincoln El Sch,425,68,16.0%,,
103026402,Mt Lebanon SD,SD,0247,Markham El Sch,299,15,5.0%,,
103026402,Mt Lebanon SD,SD,7534,Mellon MS,641,78,12.2%,,
103026402,Mt Lebanon SD,SD,0254,Mt Lebanon SHS,1820,207,11.4%,,
103026402,Mt Lebanon SD,SD,0245,Washington El Sch,409,50,12.2%,,
114065503,Muhlenberg SD,SD,8006,C E Cole Intermediate Sch,897,612,68.2%,,
114065503,Muhlenberg SD,SD,4919,Muhlenberg El Ctr,1092,742,67.9%,,
114065503,Muhlenberg SD,SD,6610,Muhlenberg HS,1063,722,67.9%,,
114065503,Muhlenberg SD,SD,0827,Muhlenberg MS,1062,718,67.6%,,
126513000,Multicultural Academy CS,CS,7546,Multicultural Academy CS,261,170,65.1%,,
117415303,Muncy SD,SD,3048,Muncy JSHS,502,183,36.5%,,
117415303,Muncy SD,SD,3047,Ward L Myers El Sch,455,171,37.6%,,
120484803,Nazareth Area SD,SD,8054,Kenneth N Butz Jr El Sch,563,102,18.1%,,
120484803,Nazareth Area SD,SD,8055,Lower Nazareth El Sch,613,99,16.2%,,
120484803,Nazareth Area SD,SD,3495,Nazareth Area HS,1576,327,20.7%,,
120484803,Nazareth Area SD,SD,8053,Nazareth Area Intermediate Sch,699,144,20.6%,,
120484803,Nazareth Area SD,SD,3494,Nazareth Area MS,798,178,22.3%,,
120484803,Nazareth Area SD,SD,8056,Shafer El Sch,572,197,34.4%,,
122097502,Neshaminy SD,SD,5154,Buck El Sch,592,94,15.9%,,
122097502,Neshaminy SD,SD,7128,Hoover El Sch,654,194,29.7%,,
122097502,Neshaminy SD,SD,1069,Joseph E Ferderbar El Sch,461,172,37.3%,,
122097502,Neshaminy SD,SD,7380,Maple Point MS,1284,358,27.9%,,
122097502,Neshaminy SD,SD,1071,Miller El Sch,492,187,38.0%,,
122097502,Neshaminy SD,SD,6455,Neshaminy HS,2851,839,29.4%,,
122097502,Neshaminy SD,SD,1077,Poquessing MS,960,346,36.0%,,
122097502,Neshaminy SD,SD,1076,Sandburg MS,702,224,31.9%,,
122097502,Neshaminy SD,SD,1072,Schweitzer El Sch,438,141,32.2%,,
122097502,Neshaminy SD,SD,8374,Tawanka El Sch,822,264,32.1%,,
104375203,Neshannock Township SD,SD,2689,Neshannock JSHS,536,117,21.8%,,
104375203,Neshannock Township SD,SD,2688,Neshannock Memorial El Sch,649,158,24.3%,,
127045653,New Brighton Area SD,SD,6720,New Brighton Area El Sch,612,445,72.7%,,
127045653,New Brighton Area SD,SD,0695,New Brighton Area HS,388,261,67.3%,,
127045653,New Brighton Area SD,SD,0694,New Brighton Area MS,308,216,70.1%,,
104375302,New Castle Area SD,SD,8319,Harry W Lockley Early Learning Center,748,740,98.9%,,
104375302,New Castle Area SD,SD,8284,New Castle JHS,722,722,100.0%,,
104375302,New Castle Area SD,SD,2704,New Castle SHS,802,664,82.8%,,
104375302,New Castle Area SD,SD,7164,Washington Intrmd Sch,718,705,98.2%,,
111440001,New Day CS,CS,7762,New Day CS,136,47,34.6%,,
126513420,New Foundations CS,CS,7649,New Foundations CS,1489,1099,73.8%,,
122097604,New Hope-Solebury SD,SD,1084,New Hope-Solebury HS,468,51,10.9%,,
122097604,New Hope-Solebury SD,SD,1082,New Hope-Solebury Lower El Sch,244,21,8.6%,,
122097604,New Hope-Solebury SD,SD,7561,New Hope-Solebury MS,343,36,10.5%,,
122097604,New Hope-Solebury SD,SD,7830,New Hope-Solebury Upper El Sch,253,25,9.9%,,
107656303,New Kensington-Arnold SD,SD,8321,Berkey Sch,302,186,61.6%,,
107656303,New Kensington-Arnold SD,SD,4466,Martin Sch,201,30,14.9%,,
107656303,New Kensington-Arnold SD,SD,8322,Roy A. Hunt El Sch,606,427,70.5%,,
107656303,New Kensington-Arnold SD,SD,8323,Valley JSHS,890,621,69.8%,,
115504003,Newport SD,SD,5260,Newport El Sch,457,242,53.0%,,
115504003,Newport SD,SD,7930,Newport HS,303,136,44.9%,,
115504003,Newport SD,SD,7931,Newport MS,218,120,55.0%,,
110143120,Nittany Valley CS,CS,7566,Nittany Valley CS,49,10,20.4%,,
123465602,Norristown Area SD,SD,3263,Cole Manor El Sch,383,273,71.3%,,
123465602,Norristown Area SD,SD,3265,East Norriton MS,911,668,73.3%,,
123465602,Norristown Area SD,SD,3321,Eisenhower MS,791,674,85.2%,,
123465602,Norristown Area SD,SD,5080,Gotwals El Sch,355,291,82.0%,,
123465602,Norristown Area SD,SD,3318,Hancock El Sch,332,237,71.4%,,
123465602,Norristown Area SD,SD,3408,Marshall Street El Sch,610,464,76.1%,,
123465602,Norristown Area SD,SD,6729,Norristown Area HS,2230,1443,64.7%,,
123465602,Norristown Area SD,SD,5253,Paul V Fly El Sch,452,271,60.0%,,
123465602,Norristown Area SD,SD,8313,Ray S. Musselman Learning Center,293,207,70.6%,,
123465602,Norristown Area SD,SD,6998,Roosevelt Campus of the Norristown Area,144,113,78.5%,,
123465602,Norristown Area SD,SD,3320,Stewart MS,798,684,85.7%,,
123465602,Norristown Area SD,SD,7364,Whitehall El Sch,478,366,76.6%,,
103026852,North Allegheny SD,SD,0263,Bradford Woods El Sch,369,23,6.2%,,
103026852,North Allegheny SD,SD,5108,Carson MS,659,93,14.1%,,
103026852,North Allegheny SD,SD,0265,Franklin El Sch,744,32,4.3%,,
103026852,North Allegheny SD,SD,6603,Hosack El Sch,351,42,12.0%,,
103026852,North Allegheny SD,SD,0266,Ingomar El Sch,346,20,5.8%,,
103026852,North Allegheny SD,SD,0270,Ingomar MS,547,26,4.8%,,
103026852,North Allegheny SD,SD,7346,Marshall El Sch,756,35,4.6%,,
103026852,North Allegheny SD,SD,7379,Marshall MS,800,37,4.6%,,
103026852,North Allegheny SD,SD,0268,McKnight El Sch,765,108,14.1%,,
103026852,North Allegheny SD,SD,8305,North Allegheny HS,2698,235,8.7%,,
103026852,North Allegheny SD,SD,0269,Peebles El Sch,401,28,7.0%,,
116479998,North Central Secure Trmnt Unt,SJCI,7151,North Central Secure Trmnt Unt,36,0,0.0%,,
106167504,North Clarion County SD,SD,5139,North Clarion Co El Sch,284,110,38.7%,,
106167504,North Clarion County SD,SD,1489,North Clarion Co JSHS,303,111,36.6%,,
105258303,North East SD,SD,4946,Earle C Davis Primary,290,141,48.6%,,
105258303,North East SD,SD,6145,North East HS,500,192,38.4%,,
105258303,North East SD,SD,6144,North East Intrmd El,322,154,47.8%,,
105258303,North East SD,SD,7360,North East MS,402,187,46.5%,,
103026902,North Hills SD,SD,8142,Highcliff El Sch,541,122,22.6%,,
103026902,North Hills SD,SD,8052,McIntyre El Sch,620,97,15.6%,,
103026902,North Hills SD,SD,6106,North Hills MS,1073,226,21.1%,,
103026902,North Hills SD,SD,7101,North Hills SHS,1371,280,20.4%,,
103026902,North Hills SD,SD,0291,Ross El Sch,510,87,17.1%,,
103026902,North Hills SD,SD,0290,West View El Sch,439,126,28.7%,,
123465507,North Montco Tech Career Center,CTC,4958,North Montco Tech Career Center,923,293,31.7%,,
123465702,North Penn SD,SD,7406,Bridle Path El Sch,497,71,14.3%,,
123465702,North Penn SD,SD,6907,General Nash El Sch,468,86,18.4%,,
123465702,North Penn SD,SD,7314,Gwynedd Square El Sch,599,84,14.0%,,
123465702,North Penn SD,SD,4831,Gwyn-Nor El Sch,586,162,27.6%,,
123465702,North Penn SD,SD,5344,Hatfield El Sch,487,250,51.3%,,
123465702,North Penn SD,SD,3379,Inglewood El Sch,423,158,37.4%,,
123465702,North Penn SD,SD,3309,Knapp El Sch,562,263,46.8%,,
123465702,North Penn SD,SD,3275,Kulp El Sch,574,183,31.9%,,
123465702,North Penn SD,SD,4830,Montgomery El Sch,660,80,12.1%,,
123465702,North Penn SD,SD,5345,North Penn SHS,3138,951,30.3%,,
123465702,North Penn SD,SD,3325,North Wales El Sch,443,84,19.0%,,
123465702,North Penn SD,SD,3280,Oak Park El Sch,493,228,46.2%,,
123465702,North Penn SD,SD,3322,Pennbrook MS,832,166,20.0%,,
123465702,North Penn SD,SD,3324,Penndale MS,1202,427,35.5%,,
123465702,North Penn SD,SD,3323,Pennfield MS,927,274,29.6%,,
123465702,North Penn SD,SD,7407,Walton Farm El Sch,554,145,26.2%,,
123465702,North Penn SD,SD,3278,York Avenue El Sch,280,97,34.6%,,
119356503,North Pocono SD,SD,8097,Jefferson El Sch,251,64,25.5%,,
119356503,North Pocono SD,SD,8098,Moscow El Sch,549,207,37.7%,,
119356503,North Pocono SD,SD,2446,North Pocono HS,926,316,34.1%,,
119356503,North Pocono SD,SD,8099,North Pocono Intmd Sch,444,147,33.1%,,
119356503,North Pocono SD,SD,5233,North Pocono MS,690,214,31.0%,,
129545003,North Schuylkill SD,SD,7950,North Schuylkill Elem Sch,1049,451,43.0%,,
129545003,North Schuylkill SD,SD,3883,North Schuylkill JSHS,981,483,49.2%,,
108565503,North Star SD,SD,4837,North Star Central El Sch,361,171,47.4%,,
108565503,North Star SD,SD,7259,North Star East MS,308,151,49.0%,,
108565503,North Star SD,SD,3988,North Star HS,331,119,36.0%,,
120484903,Northampton Area SD,SD,7430,Colonel John Siegfried El Sch,830,370,44.6%,,
120484903,Northampton Area SD,SD,5062,George Wolf El Sch,455,221,48.6%,,
120484903,Northampton Area SD,SD,3499,Lehigh El Sch,490,157,32.0%,,
120484903,Northampton Area SD,SD,3500,Moore El Sch,385,113,29.4%,,
120484903,Northampton Area SD,SD,3505,Northampton Area HS,1877,588,31.3%,,
120484903,Northampton Area SD,SD,5258,Northampton Area MS,1309,461,35.2%,,
117083004,Northeast Bradford SD,SD,5209,Northeast Bradford El Sch,326,142,43.6%,,
117083004,Northeast Bradford SD,SD,0964,Northeast Bradford JSHS,354,165,46.6%,,
119000000,Northeastern Educational IU 19,IU,0000,Northeastern Educational IU 19,96,71,74.0%,,
112674403,Northeastern York SD,SD,4572,Conewago El Sch,283,100,35.3%,,
112674403,Northeastern York SD,SD,7375,Mt Wolf El Sch,242,110,45.5%,,
112674403,Northeastern York SD,SD,4578,Northeastern MS,639,228,35.7%,,
112674403,Northeastern York SD,SD,4577,Northeastern SHS,1175,398,33.9%,,
112674403,Northeastern York SD,SD,5272,Orendorf El Sch,355,164,46.2%,,
112674403,Northeastern York SD,SD,7962,Shallow Brook Inter Sch,433,156,36.0%,,
112674403,Northeastern York SD,SD,7644,Spring Forge Intrd Sch,438,175,40.0%,,
112674403,Northeastern York SD,SD,4576,York Haven El Sch,285,132,46.3%,,
108056004,Northern Bedford County SD,SD,7167,Northern Bedford Co El Sch,431,186,43.2%,,
108056004,Northern Bedford County SD,SD,8436,Northern Bedford County HS,263,94,35.7%,,
108056004,Northern Bedford County SD,SD,8435,Northern Bedford County MS,172,77,44.8%,,
108114503,Northern Cambria SD,SD,6859,Northern Cambria El Sch,248,172,69.4%,,
108114503,Northern Cambria SD,SD,6201,Northern Cambria HS,341,157,46.0%,,
108114503,Northern Cambria SD,SD,6860,Northern Cambria MS,262,161,61.5%,,
113385003,Northern Lebanon SD,SD,2758,East Hanover El Sch,138,41,29.7%,,
113385003,Northern Lebanon SD,SD,2755,Fredericksburg El Sch,215,76,35.3%,,
113385003,Northern Lebanon SD,SD,2757,Jonestown El Sch,468,187,40.0%,,
113385003,Northern Lebanon SD,SD,2756,Lickdale El Sch,146,59,40.4%,,
113385003,Northern Lebanon SD,SD,8310,Northern Lebanon MS,534,178,33.3%,,
113385003,Northern Lebanon SD,SD,2760,Northern Lebanon SHS,693,221,31.9%,,
121394503,Northern Lehigh SD,SD,6829,Northern Lehigh MS,242,98,40.5%,,
121394503,Northern Lehigh SD,SD,2818,Northern Lehigh SHS,470,175,37.2%,,
121394503,Northern Lehigh SD,SD,2813,Peters El Sch,330,161,48.8%,,
121394503,Northern Lehigh SD,SD,6727,Slatington El Sch,480,225,46.9%,,
109535504,Northern Potter SD,SD,6931,Northern Potter Childrens Sch,292,155,53.1%,,
109535504,Northern Potter SD,SD,3875,Northern Potter JSHS,211,110,52.1%,,
117080607,Northern Tier Career Center,CTC,6908,Northern Tier Career Center,424,187,44.1%,,
117596003,Northern Tioga SD,SD,6371,Clark Wood El Sch,296,197,66.6%,,
117596003,Northern Tioga SD,SD,4058,Cowanesque Valley JSHS,331,175,52.9%,,
117596003,Northern Tioga SD,SD,4060,Russell B Walter El Sch,498,301,60.4%,,
117596003,Northern Tioga SD,SD,4057,Westfield Area El Sch,318,186,58.5%,,
117596003,Northern Tioga SD,SD,6373,Williamson SHS,557,303,54.4%,,
107656407,Northern Westmoreland CTC,CTC,6816,Northern Westmoreland CTC,430,259,60.2%,,
115674603,Northern York County SD,SD,4579,Dillsburg El Sch,459,89,19.4%,,
115674603,Northern York County SD,SD,4581,Northern El Sch,370,130,35.1%,,
115674603,Northern York County SD,SD,6345,Northern HS,1063,229,21.5%,,
115674603,Northern York County SD,SD,6346,Northern MS,761,186,24.4%,,
115674603,Northern York County SD,SD,7572,South Mountain El Sch,427,86,20.1%,,
115674603,Northern York County SD,SD,4580,Wellsville Campus,232,85,36.6%,,
103026873,Northgate SD,SD,0030,Avalon El Sch,239,151,63.2%,,
103026873,Northgate SD,SD,6977,Bellevue El Sch,332,219,66.0%,,
103026873,Northgate SD,SD,0053,Northgate MSHS,471,219,46.5%,,
116495207,Northumberland County CTC,CTC,6353,Northumberland County CTC,243,224,92.2%,,
118406003,Northwest Area SD,SD,2958,Northwest Area HS,443,231,52.1%,,
118406003,Northwest Area SD,SD,2955,Northwest Area Intermediate Sch,274,157,57.3%,,
118406003,Northwest Area SD,SD,2956,Northwest Area Primary Sch,210,113,53.8%,,
105000000,Northwest Tri-County IU 5,IU,0000,Northwest Tri-County IU 5,250,0,0.0%,,
121394603,Northwestern Lehigh SD,SD,6449,Northwestern Lehigh El Sch,399,90,22.6%,,
121394603,Northwestern Lehigh SD,SD,2821,Northwestern Lehigh HS,714,130,18.2%,,
121394603,Northwestern Lehigh SD,SD,7353,Northwestern Lehigh MS,481,105,21.8%,,
121394603,Northwestern Lehigh SD,SD,2819,Weisenberg El Sch,384,60,15.6%,,
105258503,Northwestern SD,SD,5144,Northwestern El Sch,346,192,55.5%,,
105258503,Northwestern SD,SD,6146,Northwestern MS,304,161,53.0%,,
105258503,Northwestern SD,SD,6745,Northwestern SHS,422,223,52.8%,,
105258503,Northwestern SD,SD,2070,Springfield El Sch,200,117,58.5%,,
126510019,Northwood Academy CS,CS,7856,Northwood Academy CS,757,501,66.2%,,
107656502,Norwin SD,SD,8101,Hahntown El Sch,456,132,28.9%,,
107656502,Norwin SD,SD,7758,Hillcrest Intermediate Sch,791,205,25.9%,,
107656502,Norwin SD,SD,4482,Norwin MS,847,231,27.3%,,
107656502,Norwin SD,SD,4717,Norwin SHS,1624,379,23.3%,,
107656502,Norwin SD,SD,7757,Sheridan Terrace El Sch,437,167,38.2%,,
107656502,Norwin SD,SD,5270,Stewartsville El Sch,461,105,22.8%,,
107656502,Norwin SD,SD,7716,Sunset Valley El Sch,439,67,15.3%,,
124156503,Octorara Area SD,SD,1414,Octorara Area JSHS,1096,398,36.3%,,
124156503,Octorara Area SD,SD,1413,Octorara El Sch,296,132,44.6%,,
124156503,Octorara Area SD,SD,8004,Octorara Intermediate Sch,291,141,48.5%,,
124156503,Octorara Area SD,SD,7656,Octorara Primary LC,427,195,45.7%,,
106616203,Oil City Area SD,SD,4115,Hasson Heights Sch,365,238,65.2%,,
106616203,Oil City Area SD,SD,7215,Oil City Area MS,582,350,60.1%,,
106616203,Oil City Area SD,SD,4931,Oil City SHS,600,315,52.5%,,
106616203,Oil City Area SD,SD,8235,Seventh Street Sch,173,111,64.2%,,
106616203,Oil City Area SD,SD,4116,Smedley Street Sch,104,63,60.6%,,
119356603,Old Forge SD,SD,2448,Old Forge El Sch,497,226,45.5%,,
119356603,Old Forge SD,SD,2449,Old Forge JSHS,441,190,43.1%,,
114066503,Oley Valley SD,SD,7378,Oley Valley El Sch,610,163,26.7%,,
114066503,Oley Valley SD,SD,6319,Oley Valley MS,366,96,26.2%,,
114066503,Oley Valley SD,SD,6318,Oley Valley SHS,482,95,19.7%,,
126513452,Olney Charter High School,CS,8205,Olney Charter High School,1679,1259,75.0%,,
109537504,Oswayo Valley SD,SD,3876,Oswayo Valley El Sch,195,125,64.1%,,
109537504,Oswayo Valley SD,SD,3877,Oswayo Valley HS,108,48,44.4%,,
109537504,Oswayo Valley SD,SD,7753,Oswayo Valley MS,93,46,49.5%,,
109426003,Otto-Eldred SD,SD,3106,Otto-Eldred El Sch,261,142,54.4%,,
109426003,Otto-Eldred SD,SD,3107,Otto-Eldred JSHS,288,158,54.9%,,
124156603,Owen J Roberts SD,SD,7304,East Coventry El Sch,509,124,24.4%,,
124156603,Owen J Roberts SD,SD,7198,East Vincent El Sch,513,135,26.3%,,
124156603,Owen J Roberts SD,SD,7197,French Creek El Sch,572,91,15.9%,,
124156603,Owen J Roberts SD,SD,6487,North Coventry El Sch,542,139,25.6%,,
124156603,Owen J Roberts SD,SD,1406,Owen J Roberts HS,1787,315,17.6%,,
124156603,Owen J Roberts SD,SD,5010,Owen J Roberts MS,916,177,19.3%,,
124156603,Owen J Roberts SD,SD,7994,West Vincent El Sch,617,55,8.9%,,
124156703,Oxford Area SD,SD,8063,Elk Ridge School,412,173,42.0%,,
124156703,Oxford Area SD,SD,8064,Hopewell El Sch,480,208,43.3%,,
124156703,Oxford Area SD,SD,6624,Jordan Bank Sch,221,101,45.7%,,
124156703,Oxford Area SD,SD,6623,Nottingham Sch,482,201,41.7%,,
124156703,Oxford Area SD,SD,1420,Oxford Area HS,1244,408,32.8%,,
124156703,Oxford Area SD,SD,1418,Penn's Grove Sch,549,212,38.6%,,
122098003,Palisades SD,SD,7063,Durham-Nockamixon El Sch,220,60,27.3%,,
122098003,Palisades SD,SD,1094,Palisades HS,458,77,16.8%,,
122098003,Palisades SD,SD,7312,Palisades MS,333,81,24.3%,,
122098003,Palisades SD,SD,1091,Springfield El Sch,220,42,19.1%,,
122098003,Palisades SD,SD,6456,Tinicum El Sch,130,22,16.9%,,
121136503,Palmerton Area SD,SD,4734,Palmerton Area HS,490,132,26.9%,,
121136503,Palmerton Area SD,SD,7140,Palmerton Area JHS,307,104,33.9%,,
121136503,Palmerton Area SD,SD,7993,Parkside Education Center,152,85,55.9%,,
121136503,Palmerton Area SD,SD,7172,S S Palmer El Sch,412,183,44.4%,,
121136503,Palmerton Area SD,SD,1319,Towamensing El Sch,307,87,28.3%,,
113385303,Palmyra Area SD,SD,2761,Forge Road El Sch,331,56,16.9%,,
113385303,Palmyra Area SD,SD,8157,Lingle Avenue El Sch,571,127,22.2%,,
113385303,Palmyra Area SD,SD,8162,Northside El Sch,235,81,34.5%,,
113385303,Palmyra Area SD,SD,2765,Palmyra Area MS,830,229,27.6%,,
113385303,Palmyra Area SD,SD,2766,Palmyra Area SHS,1192,273,22.9%,,
113385303,Palmyra Area SD,SD,2764,Pine Street El Sch,356,97,27.2%,,
173515368,Pan American Academy CS,CS,7985,Pan American Academy CS,721,602,83.5%,,
121136603,Panther Valley SD,SD,1322,Panther Valley El Sch,619,292,47.2%,,
121136603,Panther Valley SD,SD,8349,Panther Valley Intermediate Sch,406,289,71.2%,,
121136603,Panther Valley SD,SD,8348,Panther Valley JSHS,755,488,64.6%,,
121395103,Parkland SD,SD,2824,Cetronia Sch,487,135,27.7%,,
121395103,Parkland SD,SD,4672,Fogelsville Sch,498,135,27.1%,,
121395103,Parkland SD,SD,8141,Fred J. Jaindl El Sch,446,75,16.8%,,
121395103,Parkland SD,SD,2823,Ironton Sch,389,99,25.4%,,
121395103,Parkland SD,SD,6801,Kernsville Sch,406,76,18.7%,,
121395103,Parkland SD,SD,2827,Kratzer Sch,480,164,34.2%,,
121395103,Parkland SD,SD,7604,Orefield MS,939,323,34.4%,,
121395103,Parkland SD,SD,2829,Parkland HS,3178,849,26.7%,,
121395103,Parkland SD,SD,2826,Parkway Manor Sch,548,134,24.5%,,
121395103,Parkland SD,SD,2825,Schnecksville Sch,471,164,34.8%,,
121395103,Parkland SD,SD,7603,Springhouse MS,1334,324,24.3%,,
121395103,Parkland SD,SD,8474,Veterans Memorial El Sch,513,153,29.8%,,
103027307,Parkway West CTC,CTC,5274,Parkway West CTC,1025,492,48.0%,,
102023217,Passport Academy CS,CS,8308,Passport Academy CS,101,56,55.4%,,
120485603,Pen Argyl Area SD,SD,6439,Pen Argyl Area HS,521,185,35.5%,,
120485603,Pen Argyl Area SD,SD,3511,Plainfield El Sch,397,189,47.6%,,
120485603,Pen Argyl Area SD,SD,5351,Wind Gap MS,543,235,43.3%,,
108116003,Penn Cambria SD,SD,1213,Penn Cambria HS,557,202,36.3%,,
108116003,Penn Cambria SD,SD,7139,Penn Cambria Intrmd Sch,219,111,50.7%,,
108116003,Penn Cambria SD,SD,6990,Penn Cambria MS,482,211,43.8%,,
108116003,Penn Cambria SD,SD,6202,Penn Cambria Pre-Primary,117,54,46.2%,,
108116003,Penn Cambria SD,SD,1255,Penn Cambria Primary Sch,189,81,42.9%,,
103022481,Penn Hills CS of Entrepreneurship,CS,8160,Penn Hills CS of Entrepreneurship,420,180,42.9%,,
103027352,Penn Hills SD,SD,5019,Linton MS,680,446,65.6%,,
103027352,Penn Hills SD,SD,8327,Penn Hills El Sch,1312,760,57.9%,,
103027352,Penn Hills SD,SD,0309,Penn Hills SHS,1077,725,67.3%,,
113365203,Penn Manor SD,SD,7141,Central Manor El Sch,598,251,42.0%,,
113365203,Penn Manor SD,SD,2516,Conestoga El Sch,316,125,39.6%,,
113365203,Penn Manor SD,SD,2629,Eshleman El Sch,348,140,40.2%,,
113365203,Penn Manor SD,SD,2626,Hambright El Sch,598,334,55.9%,,
113365203,Penn Manor SD,SD,2627,Letort El Sch,326,99,30.4%,,
113365203,Penn Manor SD,SD,7410,Manor Middle School,496,253,51.0%,,
113365203,Penn Manor SD,SD,2628,Martic El Sch,303,143,47.2%,,
113365203,Penn Manor SD,SD,5238,Marticville MS,377,162,43.0%,,
113365203,Penn Manor SD,SD,2633,Penn Manor HS,1751,718,41.0%,,
113365203,Penn Manor SD,SD,2634,Pequea El Sch,355,168,47.3%,,
105204703,Penncrest SD,SD,1630,Cambridge Springs El Sch,406,217,53.4%,,
105204703,Penncrest SD,SD,1629,Cambridge Springs JSHS,378,182,48.1%,,
105204703,Penncrest SD,SD,6137,Maplewood El Sch,450,213,47.3%,,
105204703,Penncrest SD,SD,6942,Maplewood JSHS,466,206,44.2%,,
105204703,Penncrest SD,SD,7278,Saegertown El Sch,422,179,42.4%,,
105204703,Penncrest SD,SD,6136,Saegertown JSHS,469,172,36.7%,,
125236903,Penn-Delco SD,SD,1911,Aston El Sch,454,131,28.9%,,
125236903,Penn-Delco SD,SD,1910,Coebourn El Sch,340,140,41.2%,,
125236903,Penn-Delco SD,SD,5143,Northley MS,771,277,35.9%,,
125236903,Penn-Delco SD,SD,1912,Parkside El Sch,256,120,46.9%,,
125236903,Penn-Delco SD,SD,5223,Pennell El Sch,379,91,24.0%,,
125236903,Penn-Delco SD,SD,1915,Sun Valley HS,1082,365,33.7%,,
122098103,Pennridge SD,SD,1053,Bedminster El Sch,418,89,21.3%,,
122098103,Pennridge SD,SD,1054,Deibler El Sch,344,74,21.5%,,
122098103,Pennridge SD,SD,1055,Grasse El Sch,394,97,24.6%,,
122098103,Pennridge SD,SD,1097,Patricia A Guth El Sch,453,176,38.9%,,
122098103,Pennridge SD,SD,4681,Pennridge Central MS,573,137,23.9%,,
122098103,Pennridge SD,SD,1100,Pennridge HS,2342,557,23.8%,,
122098103,Pennridge SD,SD,7957,Pennridge North MS,630,157,24.9%,,
122098103,Pennridge SD,SD,1099,Pennridge South MS,430,152,35.3%,,
122098103,Pennridge SD,SD,1098,Sellersville El Sch,306,83,27.1%,,
122098103,Pennridge SD,SD,1052,Seylar El Sch,402,82,20.4%,,
122098103,Pennridge SD,SD,7260,West Rockhill El Sch,350,115,32.9%,,
128326303,Penns Manor Area SD,SD,7028,Penns Manor Area El Sch,336,183,54.5%,,
128326303,Penns Manor Area SD,SD,2345,Penns Manor Area JSHS,414,217,52.4%,,
110147003,Penns Valley Area SD,SD,1347,Centre Hall-Potter El Sch,215,64,29.8%,,
110147003,Penns Valley Area SD,SD,1346,Miles Township El Sch,101,42,41.6%,,
110147003,Penns Valley Area SD,SD,6847,Penns Valley Area El and Intrmd Sch,378,145,38.4%,,
110147003,Penns Valley Area SD,SD,6231,Penns Valley Area JSHS,688,223,32.4%,,
122098202,Pennsbury SD,SD,7519,Afton El Sch,542,55,10.1%,,
