county Name,AUN,LEA,School Code,School,Graduate Count,College Bound,Total College Bound %,2- or 4-Year College or University,2- Or 4-Year University %,Total Postsecondary Bound,Total Postsecondary Bound %,Non-Degree-Granting Postsecondary School,Non-Degree-Granting Postsecondary School %,Specialized Associate Degree Granting Institution,Specialized Assocate Degree Granting Institution %
,,,9999,Frazier SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101264003,Laurel Highlands SD,6600,Laurel Highlands SHS,224,154,68.75%,146,65.18%,157,70.09%,3,1.34%,8,3.57%
,,,9999,Laurel Highlands SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101266007,Connellsville Area Career & Technical Ce,6643,Connellsville Area Career & Technical Ce,86,23,26.74%,14,16.28%,24,27.91%,1,1.16%,9,10.47%
,101268003,Uniontown Area SD,2184,Uniontown Area SHS,163,86,52.76%,86,52.76%,93,57.06%,7,4.29%,0,0.00%
,,,9999,Uniontown Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Forest,106272003,Forest Area SD,6159,East Forest JSHS,22,7,31.82%,7,31.82%,9,40.91%,2,9.09%,0,0.00%
,,,6161,West Forest JSHS,20,5,25.00%,4,20.00%,6,30.00%,1,5.00%,1,5.00%
,,,9999,Forest Area SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Franklin,112281302,Chambersburg Area SD,2191,Chambersburg Area SHS,490,246,50.20%,242,49.39%,248,50.61%,2,0.41%,4,0.82%
,,,8244,Chambersburg Area Career Magnet Sch,172,64,37.21%,64,37.21%,65,37.79%,1,0.58%,0,0.00%
,,,9999,Chambersburg Area SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112282004,Fannett-Metal SD,2201,Fannett-Metal SHS,38,20,52.63%,20,52.63%,21,55.26%,1,2.63%,0,0.00%
,112283003,Greencastle-Antrim SD,2206,Greencastle-Antrim SHS,232,162,69.83%,158,68.10%,165,71.12%,3,1.29%,4,1.72%
,,,9999,Greencastle-Antrim SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112286003,Tuscarora SD,6280,James Buchanan HS,167,99,59.28%,99,59.28%,101,60.48%,2,1.20%,0,0.00%
,,,9999,Tuscarora SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,112289003,Waynesboro Area SD,2243,Waynesboro Area SHS,301,102,33.89%,102,33.89%,164,54.49%,62,20.60%,0,0.00%
,,,9999,Waynesboro Area SD,11,1,9.09%,1,9.09%,1,9.09%,0,0.00%,0,0.00%
Fulton,111291304,Central Fulton SD,6252,McConnellsburg HS,61,32,52.46%,31,50.82%,32,52.46%,0,0.00%,1,1.64%
,111292304,Forbes Road SD,2246,Forbes Road JSHS,31,16,51.61%,15,48.39%,16,51.61%,0,0.00%,1,3.23%
,111297504,Southern Fulton SD,2253,Southern Fulton JSHS,50,24,48.00%,24,48.00%,28,56.00%,4,8.00%,0,0.00%
Greene,101301303,Carmichaels Area SD,7112,Carmichaels Area HS,63,35,55.56%,31,49.21%,36,57.14%,1,1.59%,4,6.35%
,101301403,Central Greene SD,5118,Waynesburg Central HS,121,82,67.77%,75,61.98%,82,67.77%,0,0.00%,7,5.79%
,,,9999,Central Greene SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101303503,Jefferson-Morgan SD,2280,Jefferson-Morgan MS/HS,54,32,59.26%,29,53.70%,36,66.67%,4,7.41%,3,5.56%
,101306503,Southeastern Greene SD,2284,Mapletown JSHS,39,21,53.85%,21,53.85%,28,71.79%,7,17.95%,0,0.00%
,,,9999,Southeastern Greene SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,101308503,West Greene SD,8442,West Greene JSHS,51,29,56.86%,28,54.90%,31,60.78%,2,3.92%,1,1.96%
Huntingdon,111312503,Huntingdon Area SD,2305,Huntingdon Area SHS,138,90,65.22%,76,55.07%,92,66.67%,2,1.45%,14,10.14%
,111312804,Juniata Valley SD,2308,Juniata Valley JSHS,53,33,62.26%,33,62.26%,36,67.92%,3,5.66%,0,0.00%
,111316003,Mount Union Area SD,7944,Mount Union Area SHS,98,55,56.12%,51,52.04%,63,64.29%,8,8.16%,4,4.08%
,111317503,Southern Huntingdon County SD,2313,Southern Huntingdon Co HS/MS,92,56,60.87%,55,59.78%,57,61.96%,1,1.09%,1,1.09%
,111440001,New Day Charter School,7762,New Day Charter School,24,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Indiana,128321103,Blairsville-Saltsburg SD,2353,Saltsburg MS/HS,36,29,80.56%,29,80.56%,30,83.33%,1,2.78%,0,0.00%
,,,4706,Blairsville SHS,69,36,52.17%,36,52.17%,38,55.07%,2,2.90%,0,0.00%
,,,9999,Blairsville-Saltsburg SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,128323303,Homer-Center SD,2331,Homer-Center JSHS,65,47,72.31%,45,69.23%,50,76.92%,3,4.62%,2,3.08%
,128323703,Indiana Area SD,2325,Indiana Area SHS,192,136,70.83%,128,66.67%,137,71.35%,1,0.52%,8,4.17%
,,,9999,Indiana Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,128325203,Marion Center Area SD,2339,Marion Center Area JR/SR HS,98,64,65.31%,62,63.27%,70,71.43%,6,6.12%,2,2.04%
,128326303,Penns Manor Area SD,2345,Penns Manor Area JSHS,59,29,49.15%,27,45.76%,30,50.85%,1,1.69%,2,3.39%
,,,9999,Penns Manor Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,128327303,Purchase Line SD,2350,Purchase Line JSHS,58,22,37.93%,21,36.21%,22,37.93%,0,0.00%,1,1.72%
,128328003,United SD,2358,United JSHS,81,54,66.67%,46,56.79%,54,66.67%,0,0.00%,8,9.88%
,,,9999,United SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Jefferson,106330703,Brockway Area SD,2362,Brockway Area JSHS,63,35,55.56%,30,47.62%,35,55.56%,0,0.00%,5,7.94%
,106330803,Brookville Area SD,6162,Brookville JSHS,116,76,65.52%,71,61.21%,79,68.10%,3,2.59%,5,4.31%
,,,9999,Brookville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,106333407,Jefferson County-DuBois AVTS,5180,Jefferson County-DuBois AVTS,75,19,25.33%,19,25.33%,20,26.67%,1,1.33%,0,0.00%
,106338003,Punxsutawney Area SD,6165,Punxsutawney Area HS,137,72,52.55%,72,52.55%,90,65.69%,18,13.14%,0,0.00%
,,,9999,Punxsutawney Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Juniata,111343603,Juniata County SD,2394,East Juniata JSHS,72,37,51.39%,37,51.39%,45,62.50%,8,11.11%,0,0.00%
,,,6255,Juniata SHS,126,57,45.24%,48,38.10%,61,48.41%,4,3.17%,9,7.14%
Lackawanna,119350303,Abington Heights SD,5091,Abington Heights HS,242,213,88.02%,210,86.78%,213,88.02%,0,0.00%,3,1.24%
,,,9999,Abington Heights SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119351303,Carbondale Area SD,2420,Carbondale Area JSHS,94,64,68.09%,64,68.09%,67,71.28%,3,3.19%,0,0.00%
,,,9999,Carbondale Area SD,2,1,50.00%,1,50.00%,2,100.00%,1,50.00%,0,0.00%
,119352203,Dunmore SD,8312,Dunmore JSHS,111,90,81.08%,90,81.08%,94,84.68%,4,3.60%,0,0.00%
,,,9999,Dunmore SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119354603,Lakeland SD,6404,Lakeland JSHS,113,81,71.68%,80,70.80%,81,71.68%,0,0.00%,1,0.88%
,119355503,Mid Valley SD,8304,Mid Valley Secondary Center,110,72,65.45%,72,65.45%,72,65.45%,0,0.00%,0,0.00%
,,,9999,Mid Valley SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119356503,North Pocono SD,2446,North Pocono HS,242,196,80.99%,196,80.99%,196,80.99%,0,0.00%,0,0.00%
,,,9999,North Pocono SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,119356603,Old Forge SD,2449,Old Forge JSHS,68,53,77.94%,53,77.94%,55,80.88%,2,2.94%,0,0.00%
,119357003,Riverside SD,2496,Riverside JSHS,103,64,62.14%,64,62.14%,68,66.02%,4,3.88%,0,0.00%
,119357402,Scranton SD,2489,West Scranton HS,206,112,54.37%,110,53.40%,114,55.34%,2,0.97%,2,0.97%
,,,6413,Scranton HS,406,226,55.67%,225,55.42%,243,59.85%,17,4.19%,1,0.25%
,,,9999,Scranton SD,31,6,19.35%,6,19.35%,6,19.35%,0,0.00%,0,0.00%
,119358403,Valley View SD,6775,Valley View HS,184,135,73.37%,122,66.30%,135,73.37%,0,0.00%,13,7.07%
,,,9999,Valley View SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lancaster,113361303,Cocalico SD,6290,Cocalico SHS,255,160,62.75%,156,61.18%,162,63.53%,2,0.78%,4,1.57%
,,,9999,Cocalico SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113361503,Columbia Borough SD,2515,Columbia HS,85,53,62.35%,37,43.53%,53,62.35%,0,0.00%,16,18.82%
,,,9999,Columbia Borough SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113361703,Conestoga Valley SD,2532,Conestoga Valley SHS,312,231,74.04%,230,73.72%,232,74.36%,1,0.32%,1,0.32%
,,,9999,Conestoga Valley SD,20,3,15.00%,3,15.00%,3,15.00%,0,0.00%,0,0.00%
,113362203,Donegal SD,2539,Donegal HS,221,155,70.14%,141,63.80%,155,70.14%,0,0.00%,14,6.33%
,,,9999,Donegal SD,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0,0.00%
,113362303,Eastern Lancaster County SD,2554,Garden Spot SHS,239,113,47.28%,110,46.03%,117,48.95%,4,1.67%,3,1.26%
,,,9999,Eastern Lancaster County SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113362403,Elizabethtown Area SD,2562,Elizabethtown Area SHS,282,193,68.44%,181,64.18%,198,70.21%,5,1.77%,12,4.26%
,,,9999,Elizabethtown Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113362603,Ephrata Area SD,6293,Ephrata SHS,276,172,62.32%,160,57.97%,175,63.41%,3,1.09%,12,4.35%
,113362940,La Academia Partnership Charter School,7538,La Academia Partnership Charter School,35,7,20.00%,6,17.14%,8,22.86%,1,2.86%,1,2.86%
,113363103,Hempfield SD,2578,Hempfield SHS,553,372,67.27%,372,67.27%,424,76.67%,52,9.40%,0,0.00%
,,,9999,Hempfield SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113363603,Lampeter-Strasburg SD,2607,Lampeter-Strasburg SHS,248,189,76.21%,182,73.39%,194,78.23%,5,2.02%,7,2.82%
,,,9999,Lampeter-Strasburg SD,5,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113364002,Lancaster SD,2596,McCaskey Campus,595,409,68.74%,372,62.52%,425,71.43%,16,2.69%,37,6.22%
,,,7922,Phoenix Academy,117,11,9.40%,11,9.40%,11,9.40%,0,0.00%,0,0.00%
,,,9999,Lancaster SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113364403,Manheim Central SD,2618,Manheim Central SHS,217,131,60.37%,131,60.37%,133,61.29%,2,0.92%,0,0.00%
,,,9999,Manheim Central SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113364503,Manheim Township SD,2623,Manheim Twp HS,392,316,80.61%,300,76.53%,322,82.14%,6,1.53%,16,4.08%
,,,9999,Manheim Township SD,7,1,14.29%,1,14.29%,1,14.29%,0,0.00%,0,0.00%
,113365203,Penn Manor SD,2633,Penn Manor HS,409,283,69.19%,265,64.79%,287,70.17%,4,0.98%,18,4.40%
,,,9999,Penn Manor SD,13,1,7.69%,1,7.69%,1,7.69%,0,0.00%,0,0.00%
,113365303,Pequea Valley SD,2649,Pequea Valley HS,112,69,61.61%,61,54.46%,75,66.96%,6,5.36%,8,7.14%
,,,9999,Pequea Valley SD,6,2,33.33%,2,33.33%,2,33.33%,0,0.00%,0,0.00%
,113367003,Solanco SD,2658,Solanco HS,270,138,51.11%,133,49.26%,141,52.22%,3,1.11%,5,1.85%
,,,9999,Solanco SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113369003,Warwick SD,2663,Warwick SHS,342,214,62.57%,210,61.40%,217,63.45%,3,0.88%,4,1.17%
Lawrence,104372003,Ellwood City Area SD,2675,Lincoln JSHS,119,81,68.07%,80,67.23%,88,73.95%,7,5.88%,1,0.84%
,104374003,Laurel SD,2680,Laurel HS,76,53,69.74%,53,69.74%,58,76.32%,5,6.58%,0,0.00%
,104374207,Lawrence County CTC,4940,Lawrence County CTC,125,33,26.40%,33,26.40%,38,30.40%,5,4.00%,0,0.00%
,104375003,Mohawk Area SD,2686,Mohawk SHS,82,65,79.27%,61,74.39%,72,87.80%,7,8.54%,4,4.88%
,104375203,Neshannock Township SD,2689,Neshannock JSHS,91,80,87.91%,79,86.81%,82,90.11%,2,2.20%,1,1.10%
,,,9999,Neshannock Township SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,104375302,New Castle Area SD,2704,New Castle SHS,166,112,67.47%,106,63.86%,112,67.47%,0,0.00%,6,3.61%
,,,9999,New Castle Area SD,23,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104376203,Shenango Area SD,2708,Shenango HS,78,56,71.79%,51,65.38%,57,73.08%,1,1.28%,5,6.41%
,,,9999,Shenango Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104377003,Union Area SD,2712,Union Area HS,43,30,69.77%,29,67.44%,33,76.74%,3,6.98%,1,2.33%
,,,9999,Union Area SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,104378003,Wilmington Area SD,2721,Wilmington Area HS,89,66,74.16%,66,74.16%,66,74.16%,0,0.00%,0,0.00%
,,,9999,Wilmington Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lebanon,113380303,Annville-Cleona SD,2725,Annville Cleona HS,109,74,67.89%,74,67.89%,77,70.64%,3,2.75%,0,0.00%
,,,9999,Annville-Cleona SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113381303,Cornwall-Lebanon SD,4800,Cedar Crest HS,366,258,70.49%,238,65.03%,269,73.50%,11,3.01%,20,5.46%
,113382303,Eastern Lebanon County SD,2740,Eastern Lebanon Co SHS,161,89,55.28%,89,55.28%,90,55.90%,1,0.62%,0,0.00%
,,,9999,Eastern Lebanon County SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113384603,Lebanon SD,5155,Lebanon SHS,254,81,31.89%,76,29.92%,81,31.89%,0,0.00%,5,1.97%
,,,9999,Lebanon SD,12,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113385003,Northern Lebanon SD,2760,Northern Lebanon SHS,153,83,54.25%,77,50.33%,84,54.90%,1,0.65%,6,3.92%
,,,9999,Northern Lebanon SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,113385303,Palmyra Area SD,2766,Palmyra Area SHS,262,193,73.66%,193,73.66%,197,75.19%,4,1.53%,0,0.00%
,,,9999,Palmyra Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lehigh,121390302,Allentown City SD,2794,William Allen HS,572,300,52.45%,296,51.75%,332,58.04%,32,5.59%,4,0.70%
,,,2795,Louis E Dieruff HS,406,238,58.62%,229,56.40%,252,62.07%,14,3.45%,9,2.22%
,,,8412,Building 21 Allentown,89,66,74.16%,66,74.16%,69,77.53%,3,3.37%,0,0.00%
,,,9999,Allentown City SD,122,46,37.70%,45,36.89%,56,45.90%,10,8.20%,1,0.82%
,121391303,Catasauqua Area SD,2798,Catasauqua SHS,103,60,58.25%,57,55.34%,61,59.22%,1,0.97%,3,2.91%
,121392303,East Penn SD,2809,Emmaus HS,667,513,76.91%,507,76.01%,516,77.36%,3,0.45%,6,0.90%
,121393330,Roberto Clemente CS,8401,Roberto Clemente CS,41,36,87.80%,36,87.80%,40,97.56%,4,9.76%,0,0.00%
,121394503,Northern Lehigh SD,2818,Northern Lehigh SHS,128,98,76.56%,93,72.66%,99,77.34%,1,0.78%,5,3.91%
,,,9999,Northern Lehigh SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121394603,Northwestern Lehigh SD,2821,Northwestern Lehigh HS,190,148,77.89%,146,76.84%,150,78.95%,2,1.05%,2,1.05%
,,,9999,Northwestern Lehigh SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,121395103,Parkland SD,2829,Parkland HS,772,670,86.79%,670,86.79%,680,88.08%,10,1.30%,0,0.00%
,,,9999,Parkland SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,121395526,Innovative Arts Academy CS,8371,Innovative Arts Academy CS,32,20,62.50%,19,59.38%,22,68.75%,2,6.25%,1,3.13%
,121395603,Salisbury Township SD,2833,Salisbury SHS,130,100,76.92%,100,76.92%,100,76.92%,0,0.00%,0,0.00%
,,,9999,Salisbury Township SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,121395703,Southern Lehigh SD,2839,Southern Lehigh SHS,261,216,82.76%,216,82.76%,218,83.52%,2,0.77%,0,0.00%
,,,9999,Southern Lehigh SD,4,1,25.00%,1,25.00%,1,25.00%,0,0.00%,0,0.00%
,121397803,Whitehall-Coplay SD,2848,Whitehall HS,348,242,69.54%,242,69.54%,254,72.99%,12,3.45%,0,0.00%
,,,9999,Whitehall-Coplay SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,121398065,Executive Education Academy Charter Scho,8325,Executive Education Academy Charter Scho,75,50,66.67%,48,64.00%,52,69.33%,2,2.67%,2,2.67%
,175390169,Lincoln Leadership Academy Charter Schoo,8125,Lincoln Leadership Academy Charter Schoo,41,39,95.12%,39,95.12%,39,95.12%,0,0.00%,0,0.00%
Luzerne,118401403,Crestwood SD,8446,Crestwood Secondary Campus,214,166,77.57%,165,77.10%,168,78.50%,2,0.93%,1,0.47%
,,,9999,Crestwood SD,8,2,25.00%,2,25.00%,2,25.00%,0,0.00%,0,0.00%
,118401603,Dallas SD,2869,Dallas SHS,203,175,86.21%,175,86.21%,175,86.21%,0,0.00%,0,0.00%
,,,9999,Dallas SD,5,3,60.00%,3,60.00%,4,80.00%,1,20.00%,0,0.00%
,118402603,Greater Nanticoke Area SD,5242,Greater Nanticoke Area SHS,170,111,65.29%,111,65.29%,112,65.88%,1,0.59%,0,0.00%
,,,9999,Greater Nanticoke Area SD,10,1,10.00%,1,10.00%,1,10.00%,0,0.00%,0,0.00%
,118403003,Hanover Area SD,2891,Hanover Area JSHS,139,83,59.71%,81,58.27%,85,61.15%,2,1.44%,2,1.44%
,,,9999,Hanover Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118403302,Hazleton Area SD,7348,Hazleton Area HS,729,517,70.92%,492,67.49%,523,71.74%,6,0.82%,25,3.43%
,118403903,Lake-Lehman SD,2924,Lake-Lehman JSHS,131,105,80.15%,105,80.15%,108,82.44%,3,2.29%,0,0.00%
,118406003,Northwest Area SD,2958,Northwest Area HS,60,42,70.00%,42,70.00%,42,70.00%,0,0.00%,0,0.00%
,,,9999,Northwest Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118406602,Pittston Area SD,5058,Pittston Area SHS,236,186,78.81%,184,77.97%,196,83.05%,10,4.24%,2,0.85%
,118408707,West Side CTC,5059,West Side CTC,102,52,50.98%,50,49.02%,52,50.98%,0,0.00%,2,1.96%
,118408852,Wilkes-Barre Area SD,3007,James M Coughlin JSHS,208,157,75.48%,152,73.08%,157,75.48%,0,0.00%,5,2.40%
,,,3008,G A R Memorial JSHS,144,60,41.67%,59,40.97%,62,43.06%,2,1.39%,1,0.69%
,,,3009,Elmer L Meyers JSHS,133,106,79.70%,102,76.69%,108,81.20%,2,1.50%,4,3.01%
,,,8448,Wilkes-Barre Area SD STEM Academy,15,15,100.00%,15,100.00%,15,100.00%,0,0.00%,0,0.00%
,,,9999,Wilkes-Barre Area SD,25,2,8.00%,2,8.00%,2,8.00%,0,0.00%,0,0.00%
,118409203,Wyoming Area SD,6390,Wyoming Area Sec Ctr,175,126,72.00%,125,71.43%,131,74.86%,5,2.86%,1,0.57%
,,,9999,Wyoming Area SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,118409302,Wyoming Valley West SD,6391,Wyoming Valley West SHS,299,228,76.25%,222,74.25%,231,77.26%,3,1.00%,6,2.01%
,,,9999,Wyoming Valley West SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Lycoming,117412003,East Lycoming SD,6364,Hughesville JSHS,116,75,64.66%,75,64.66%,80,68.97%,5,4.31%,0,0.00%
,,,9999,East Lycoming SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117414003,Jersey Shore Area SD,3034,Jersey Shore Area SHS,151,43,28.48%,40,26.49%,50,33.11%,7,4.64%,3,1.99%
,,,9999,Jersey Shore Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117414203,Loyalsock Township SD,4828,Loyalsock Twp SHS,127,94,74.02%,94,74.02%,94,74.02%,0,0.00%,0,0.00%
,117415004,Montgomery Area SD,3040,Montgomery JSHS,66,41,62.12%,36,54.55%,41,62.12%,0,0.00%,5,7.58%
,117415103,Montoursville Area SD,3045,Montoursville Area SHS,125,86,68.80%,86,68.80%,88,70.40%,2,1.60%,0,0.00%
,,,9999,Montoursville Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117415303,Muncy SD,3048,Muncy JSHS,65,40,61.54%,40,61.54%,40,61.54%,0,0.00%,0,0.00%
,,,9999,Muncy SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,117416103,South Williamsport Area SD,3056,South Williamsport Area JSHS,88,58,65.91%,58,65.91%,60,68.18%,2,2.27%,0,0.00%
,117417202,Williamsport Area SD,6368,Williamsport Area SHS,311,201,64.63%,201,64.63%,201,64.63%,0,0.00%,0,0.00%
,,,9999,Williamsport Area SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
McKean,109420803,Bradford Area SD,4691,Bradford Area HS,178,118,66.29%,111,62.36%,122,68.54%,4,2.25%,7,3.93%
,,,9999,Bradford Area SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,109422303,Kane Area SD,5245,Kane Area HS,81,56,69.14%,56,69.14%,56,69.14%,0,0.00%,0,0.00%
,109426003,Otto-Eldred SD,3107,Otto-Eldred JSHS,52,38,73.08%,37,71.15%,39,75.00%,1,1.92%,1,1.92%
,109426303,Port Allegany SD,3111,Port Allegany JSHS,39,21,53.85%,21,53.85%,21,53.85%,0,0.00%,0,0.00%
,109427503,Smethport Area SD,3117,Smethport Area JSHS,71,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
Mercer,104431304,Commodore Perry SD,6122,Commodore Perry JSHS,31,22,70.97%,12,38.71%,22,70.97%,0,0.00%,10,32.26%
,104432503,Farrell Area SD,5248,Farrell Area HS/UMS,43,19,44.19%,16,37.21%,28,65.12%,9,20.93%,3,6.98%
,,,9999,Farrell Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104432803,Greenville Area SD,3137,Greenville JSHS,116,74,63.79%,72,62.07%,77,66.38%,3,2.59%,2,1.72%
,104432830,Keystone Education Center CS,7506,Keystone Education Center CS,27,7,25.93%,3,11.11%,9,33.33%,2,7.41%,4,14.81%
,104432903,Grove City Area SD,3145,Grove City Area HS,155,115,74.19%,109,70.32%,119,76.77%,4,2.58%,6,3.87%
,,,6125,George Jr Republic HS,29,8,27.59%,8,27.59%,8,27.59%,0,0.00%,0,0.00%
,,,9999,Grove City Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104433303,Hermitage SD,3150,Hickory HS,144,107,74.31%,101,70.14%,107,74.31%,0,0.00%,6,4.17%
,104433604,Jamestown Area SD,6126,Jamestown Area JSHS,41,25,60.98%,22,53.66%,27,65.85%,2,4.88%,3,7.32%
,104433903,Lakeview SD,3155,Lakeview HS,72,44,61.11%,44,61.11%,55,76.39%,11,15.28%,0,0.00%
,,,9999,Lakeview SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104435003,Mercer Area SD,3158,Mercer Area SHS,76,47,61.84%,41,53.95%,50,65.79%,3,3.95%,6,7.89%
,104435303,Reynolds SD,3165,Reynolds JSHS,81,47,58.02%,47,58.02%,50,61.73%,3,3.70%,0,0.00%
,104435603,Sharon City SD,8093,Sharon HS,125,80,64.00%,80,64.00%,82,65.60%,2,1.60%,0,0.00%
,104435703,Sharpsville Area SD,3124,Sharpsville Area SHS,93,71,76.34%,67,72.04%,71,76.34%,0,0.00%,4,4.30%
,,,9999,Sharpsville Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,104437503,West Middlesex Area SD,6129,West Middlesex Area JSHS,67,47,70.15%,47,70.15%,47,70.15%,0,0.00%,0,0.00%
Mifflin,111444602,Mifflin County SD,8187,Mifflin Co HS,397,172,43.32%,149,37.53%,186,46.85%,14,3.53%,23,5.79%
Monroe,120450003,Evergreen Community CS,7866,Evergreen Community CS,14,13,92.86%,13,92.86%,13,92.86%,0,0.00%,0,0.00%
,120452003,East Stroudsburg Area SD,6935,East Stroudsburg SHS South,344,247,71.80%,238,69.19%,254,73.84%,7,2.03%,9,2.62%
,,,7641,East Stroudsburg SHS North,238,158,66.39%,158,66.39%,168,70.59%,10,4.20%,0,0.00%
,,,9999,East Stroudsburg Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120455203,Pleasant Valley SD,3210,Pleasant Valley HS,374,297,79.41%,290,77.54%,309,82.62%,12,3.21%,7,1.87%
,120455403,Pocono Mountain SD,3216,Pocono Mountain East HS,361,216,59.83%,212,58.73%,219,60.66%,3,0.83%,4,1.11%
,,,7738,Pocono Mountain West HS,414,260,62.80%,260,62.80%,277,66.91%,17,4.11%,0,0.00%
,,,9999,Pocono Mountain SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,120456003,Stroudsburg Area SD,3224,Stroudsburg HS,420,199,47.38%,198,47.14%,199,47.38%,0,0.00%,1,0.24%
Montgomery,123460001,Pennsylvania Virtual CS,7687,Pennsylvania Virtual CS,193,103,53.37%,95,49.22%,114,59.07%,11,5.70%,8,4.15%
,123460302,Abington SD,3241,Abington SHS,567,464,81.83%,462,81.48%,465,82.01%,1,0.18%,2,0.35%
,,,9999,Abington SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,123461302,Cheltenham SD,3260,Cheltenham HS,310,254,81.94%,253,81.61%,257,82.90%,3,0.97%,1,0.32%
,,,9999,Cheltenham SD,13,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
