county,AUN,LEA,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,TOTAL COLLEGE BOUND %,2- OR 4-YEAR COLLEGE OR UNIVERSITY,2- OR 4-YEAR UNIVERSITY %,TOTAL POSTSECONDARY BOUND,TOTAL POSTSECONDARY BOUND %,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL,NON-DEGREE-GRANTING POSTSECONDARY SCHOOL %,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION %
,,Great Valley SD,,,357,303,84.87%,303,84.87%,303,84.87%,0,0.00%,0,0.00%
,124154003,Kennett Consolidated SD,6482,Kennett HS,330,243,73.64%,242,73.33%,252,76.36%,9,2.73%,1,0.30%
,,Kennett Consolidated SD,,,330,243,73.64%,242,73.33%,252,76.36%,9,2.73%,1,0.30%
,124156503,Octorara Area SD,1414,Octorara Area JSHS,184,110,59.78%,105,57.07%,111,60.33%,1,0.54%,5,2.72%
,,Octorara Area SD,,,184,110,59.78%,105,57.07%,111,60.33%,1,0.54%,5,2.72%
,124156603,Owen J Roberts SD,1406,Owen J Roberts HS,420,328,78.10%,325,77.38%,333,79.29%,5,1.19%,3,0.71%
,,,9999,Owen J Roberts SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Owen J Roberts SD,,,428,328,76.64%,325,75.93%,333,77.80%,5,1.17%,3,0.70%
,124156703,Oxford Area SD,1420,Oxford Area HS,312,188,60.26%,177,56.73%,191,61.22%,3,0.96%,11,3.53%
,,,9999,Oxford Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Oxford Area SD,,,319,188,58.93%,177,55.49%,191,59.87%,3,0.94%,11,3.45%
,124157203,Phoenixville Area SD,1426,Phoenixville Area HS,306,245,80.07%,245,80.07%,246,80.39%,1,0.33%,0,0.00%
,,,9999,Phoenixville Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Phoenixville Area SD,,,313,245,78.27%,245,78.27%,246,78.59%,1,0.32%,0,0.00%
,124157802,Tredyffrin-Easttown SD,1423,Conestoga SHS,542,522,96.31%,522,96.31%,523,96.49%,1,0.18%,0,0.00%
,,,9999,Tredyffrin-Easttown SD,27,8,29.63%,8,29.63%,9,33.33%,1,3.70%,0,0.00%
,,Tredyffrin-Easttown SD,,,569,530,93.15%,530,93.15%,532,93.50%,2,0.35%,0,0.00%
,124158503,Unionville-Chadds Ford SD,1443,Unionville HS,348,312,89.66%,312,89.66%,321,92.24%,9,2.59%,0,0.00%
,,,9999,Unionville-Chadds Ford SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Unionville-Chadds Ford SD,,,350,312,89.14%,312,89.14%,321,91.71%,9,2.57%,0,0.00%
,124159002,West Chester Area SD,1453,West Chester Henderson HS,353,308,87.25%,304,86.12%,313,88.67%,5,1.42%,4,1.13%
,,,6734,West Chester East HS,298,267,89.60%,262,87.92%,271,90.94%,4,1.34%,5,1.68%
,,,7894,West Chester Bayard Rustin HS,306,272,88.89%,264,86.27%,279,91.18%,7,2.29%,8,2.61%
,,,9999,West Chester Area SD,20,1,5.00%,1,5.00%,2,10.00%,1,5.00%,0,0.00%
,,West Chester Area SD,,,977,848,86.80%,831,85.06%,865,88.54%,17,1.74%,17,1.74%
,125230001,Achievement House CS,7824,Achievement House CS,203,71,34.98%,66,32.51%,80,39.41%,9,4.43%,5,2.46%
,,Achievement House CS,,,203,71,34.98%,66,32.51%,80,39.41%,9,4.43%,5,2.46%
Chester,,,,,"7,109","5,277",74.23%,"5,152",72.47%,"5,402",75.99%,125,1.76%,125,1.76%
Clarion,106160303,Allegheny-Clarion Valley SD,4664,Allegheny-Clarion Valley HS,43,21,48.84%,19,44.19%,22,51.16%,1,2.33%,2,4.65%
,,Allegheny-Clarion Valley SD,,,43,21,48.84%,19,44.19%,22,51.16%,1,2.33%,2,4.65%
,106161203,Clarion Area SD,1475,Clarion Area JSHS,56,37,66.07%,36,64.29%,38,67.86%,1,1.79%,1,1.79%
,,Clarion Area SD,,,56,37,66.07%,36,64.29%,38,67.86%,1,1.79%,1,1.79%
,106161703,Clarion-Limestone Area SD,1480,Clarion-Limestone Area JSHS,62,40,64.52%,40,64.52%,43,69.35%,3,4.84%,0,0.00%
,,Clarion-Limestone Area SD,,,62,40,64.52%,40,64.52%,43,69.35%,3,4.84%,0,0.00%
,106166503,Keystone SD,1486,Keystone JSHS,65,34,52.31%,33,50.77%,37,56.92%,3,4.62%,1,1.54%
,,Keystone SD,,,65,34,52.31%,33,50.77%,37,56.92%,3,4.62%,1,1.54%
,106167504,North Clarion County SD,1489,North Clarion Co JSHS,52,30,57.69%,30,57.69%,32,61.54%,2,3.85%,0,0.00%
,,North Clarion County SD,,,52,30,57.69%,30,57.69%,32,61.54%,2,3.85%,0,0.00%
,106168003,Redbank Valley SD,1495,Redbank Valley HS,81,40,49.38%,40,49.38%,41,50.62%,1,1.23%,0,0.00%
,,,9999,Redbank Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Redbank Valley SD,,,82,40,48.78%,40,48.78%,41,50.00%,1,1.22%,0,0.00%
,106169003,Union SD,1501,Union HS,40,18,45.00%,17,42.50%,19,47.50%,1,2.50%,1,2.50%
,,,9999,Union SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Union SD,,,43,18,41.86%,17,39.53%,19,44.19%,1,2.33%,1,2.33%
Clarion,,,,,403,220,54.59%,215,53.35%,232,57.57%,12,2.98%,5,1.24%
Clearfield,106172003,DuBois Area SD,6156,DuBois Area SHS,252,127,50.40%,113,44.84%,151,59.92%,24,9.52%,14,5.56%
,,,9999,DuBois Area SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,DuBois Area SD,,,255,127,49.80%,113,44.31%,151,59.22%,24,9.41%,14,5.49%
,110171003,Clearfield Area SD,6236,Clearfield Area JSHS,172,79,45.93%,79,45.93%,85,49.42%,6,3.49%,0,0.00%
,,Clearfield Area SD,,,172,79,45.93%,79,45.93%,85,49.42%,6,3.49%,0,0.00%
,110171803,Curwensville Area SD,1529,Curwensville Area JSHS,83,42,50.60%,40,48.19%,42,50.60%,0,0.00%,2,2.41%
,,Curwensville Area SD,,,83,42,50.60%,40,48.19%,42,50.60%,0,0.00%,2,2.41%
,110173003,Glendale SD,5219,Glendale JSHS,51,23,45.10%,22,43.14%,26,50.98%,3,5.88%,1,1.96%
,,,9999,Glendale SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Glendale SD,,,52,23,44.23%,22,42.31%,26,50.00%,3,5.77%,1,1.92%
,110173504,Harmony Area SD,8316,Harmony Area JSHS,19,9,47.37%,9,47.37%,9,47.37%,0,0.00%,0,0.00%
,,Harmony Area SD,,,19,9,47.37%,9,47.37%,9,47.37%,0,0.00%,0,0.00%
,110175003,Moshannon Valley SD,1550,Moshannon Valley JSHS,69,34,49.28%,34,49.28%,36,52.17%,2,2.90%,0,0.00%
,,,9999,Moshannon Valley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Moshannon Valley SD,,,70,34,48.57%,34,48.57%,36,51.43%,2,2.86%,0,0.00%
,110177003,Philipsburg-Osceola Area SD,1560,Philipsburg-Osceola Area HS,110,60,54.55%,60,54.55%,60,54.55%,0,0.00%,0,0.00%
,,Philipsburg-Osceola Area SD,,,110,60,54.55%,60,54.55%,60,54.55%,0,0.00%,0,0.00%
,110179003,West Branch Area SD,1566,West Branch Area HS,80,32,40.00%,32,40.00%,32,40.00%,0,0.00%,0,0.00%
,,West Branch Area SD,,,80,32,40.00%,32,40.00%,32,40.00%,0,0.00%,0,0.00%
Clearfield,,,,,841,406,48.28%,389,46.25%,441,52.44%,35,4.16%,17,2.02%
Clinton,101833400,Sugar Valley Rural CS,7635,Sugar Valley Rural CS,37,21,56.76%,18,48.65%,23,62.16%,2,5.41%,3,8.11%
,,Sugar Valley Rural CS,,,37,21,56.76%,18,48.65%,23,62.16%,2,5.41%,3,8.11%
,110183602,Keystone Central SD,6241,Bucktail HS,30,21,70.00%,16,53.33%,22,73.33%,1,3.33%,5,16.67%
,,,7589,Central Mountain HS,248,147,59.27%,147,59.27%,160,64.52%,13,5.24%,0,0.00%
,,,9999,Keystone Central SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Keystone Central SD,,,279,168,60.22%,163,58.42%,182,65.23%,14,5.02%,5,1.79%
Clinton,,,,,316,189,59.81%,181,57.28%,205,64.87%,16,5.06%,8,2.53%
Columbia,116191004,Benton Area SD,8434,Benton Area HS,49,27,55.10%,26,53.06%,29,59.18%,2,4.08%,1,2.04%
,,Benton Area SD,,,49,27,55.10%,26,53.06%,29,59.18%,2,4.08%,1,2.04%
,116191103,Berwick Area SD,1605,Berwick Area HS,159,86,54.09%,85,53.46%,88,55.35%,2,1.26%,1,0.63%
,,,9999,Berwick Area SD,7,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Berwick Area SD,,,166,86,51.81%,85,51.20%,88,53.01%,2,1.20%,1,0.60%
,116191203,Bloomsburg Area SD,1612,Bloomsburg Area HS,98,68,69.39%,68,69.39%,68,69.39%,0,0.00%,0,0.00%
,,Bloomsburg Area SD,,,98,68,69.39%,68,69.39%,68,69.39%,0,0.00%,0,0.00%
,116191503,Central Columbia SD,1619,Central Columbia SHS,144,108,75.00%,103,71.53%,108,75.00%,0,0.00%,5,3.47%
,,,9999,Central Columbia SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Central Columbia SD,,,147,108,73.47%,103,70.07%,108,73.47%,0,0.00%,5,3.40%
,116191757,Columbia-Montour AVTS,5178,Columbia-Montour AVTS,121,23,19.01%,21,17.36%,24,19.83%,1,0.83%,2,1.65%
,,Columbia-Montour AVTS,,,121,23,19.01%,21,17.36%,24,19.83%,1,0.83%,2,1.65%
,116195004,Millville Area SD,1623,Millville Area JSHS,45,24,53.33%,24,53.33%,24,53.33%,0,0.00%,0,0.00%
,,Millville Area SD,,,45,24,53.33%,24,53.33%,24,53.33%,0,0.00%,0,0.00%
,116197503,Southern Columbia Area SD,1627,Southern Columbia HS,106,73,68.87%,73,68.87%,73,68.87%,0,0.00%,0,0.00%
,,,9999,Southern Columbia Area SD,8,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Southern Columbia Area SD,,,114,73,64.04%,73,64.04%,73,64.04%,0,0.00%,0,0.00%
,116493130,Susq-Cyber CS,7567,Susq-Cyber CS,25,9,36.00%,7,28.00%,15,60.00%,6,24.00%,2,8.00%
,,Susq-Cyber CS,,,25,9,36.00%,7,28.00%,15,60.00%,6,24.00%,2,8.00%
Columbia,,,,,765,418,54.64%,407,53.20%,429,56.08%,11,1.44%,11,1.44%
Crawford,105201033,Conneaut SD,8224,Conneaut Area Senior High,142,52,36.62%,51,35.92%,56,39.44%,4,2.82%,1,0.70%
,,Conneaut SD,,,142,52,36.62%,51,35.92%,56,39.44%,4,2.82%,1,0.70%
,105201352,Crawford Central SD,1632,Cochranton JSHS,69,31,44.93%,30,43.48%,34,49.28%,3,4.35%,1,1.45%
,,,1654,Meadville Area SHS,162,77,47.53%,76,46.91%,79,48.77%,2,1.23%,1,0.62%
,,Crawford Central SD,,,231,108,46.75%,106,45.89%,113,48.92%,5,2.16%,2,0.87%
,105204703,Penncrest SD,1629,Cambridge Springs JSHS,60,32,53.33%,28,46.67%,32,53.33%,0,0.00%,4,6.67%
,,,6136,Saegertown JSHS,89,47,52.81%,43,48.31%,48,53.93%,1,1.12%,4,4.49%
,,,6942,Maplewood JSHS,97,44,45.36%,44,45.36%,57,58.76%,13,13.40%,0,0.00%
,,,9999,Penncrest SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Penncrest SD,,,248,123,49.60%,115,46.37%,137,55.24%,14,5.65%,8,3.23%
Crawford,,,,,621,283,45.57%,272,43.80%,306,49.28%,23,3.70%,11,1.77%
Cumberland,115210503,Big Spring SD,1677,Big Spring HS,191,100,52.36%,99,51.83%,102,53.40%,2,1.05%,1,0.52%
,,,9999,Big Spring SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Big Spring SD,,,192,100,52.08%,99,51.56%,102,53.13%,2,1.04%,1,0.52%
,115211003,Camp Hill SD,1682,Camp Hill SHS,106,91,85.85%,91,85.85%,94,88.68%,3,2.83%,0,0.00%
,,Camp Hill SD,,,106,91,85.85%,91,85.85%,94,88.68%,3,2.83%,0,0.00%
,115211103,Carlisle Area SD,1694,Carlisle Area HS,331,198,59.82%,198,59.82%,201,60.73%,3,0.91%,0,0.00%
,,,9999,Carlisle Area SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Carlisle Area SD,,,335,198,59.10%,198,59.10%,201,60.00%,3,0.90%,0,0.00%
,115211603,Cumberland Valley SD,1701,Cumberland Valley HS,705,488,69.22%,485,68.79%,502,71.21%,14,1.99%,3,0.43%
,,,9999,Cumberland Valley SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Cumberland Valley SD,,,707,488,69.02%,485,68.60%,502,71.00%,14,1.98%,3,0.42%
,115212503,East Pennsboro Area SD,1707,East Pennsboro Area SHS,166,92,55.42%,92,55.42%,95,57.23%,3,1.81%,0,0.00%
,,East Pennsboro Area SD,,,166,92,55.42%,92,55.42%,95,57.23%,3,1.81%,0,0.00%
,115216503,Mechanicsburg Area SD,5098,Mechanicsburg Area SHS,272,200,73.53%,186,68.38%,200,73.53%,0,0.00%,14,5.15%
,,,9999,Mechanicsburg Area SD,5,3,60.00%,2,40.00%,3,60.00%,0,0.00%,1,20.00%
,,Mechanicsburg Area SD,,,277,203,73.29%,188,67.87%,203,73.29%,0,0.00%,15,5.42%
,115218003,Shippensburg Area SD,5221,Shippensburg Area SHS,246,136,55.28%,133,54.07%,139,56.50%,3,1.22%,3,1.22%
,,,9999,Shippensburg Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Shippensburg Area SD,,,247,136,55.06%,133,53.85%,139,56.28%,3,1.21%,3,1.21%
,115218303,South Middleton SD,6328,Boiling Springs HS,150,100,66.67%,100,66.67%,105,70.00%,5,3.33%,0,0.00%
,,,9999,South Middleton SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,South Middleton SD,,,151,100,66.23%,100,66.23%,105,69.54%,5,3.31%,0,0.00%
Cumberland,,,,,"2,181","1,408",64.56%,"1,386",63.55%,"1,441",66.07%,33,1.51%,22,1.01%
Dauphin,115220002,Commonwealth Charter Academy CS,7774,Commonwealth Charter Academy CS,"1,533",530,34.57%,511,33.33%,595,38.81%,65,4.24%,19,1.24%
,,,9999,Commonwealth Charter Academy CS,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Commonwealth Charter Academy CS,,,"1,534",530,34.55%,511,33.31%,595,38.79%,65,4.24%,19,1.24%
,115221402,Central Dauphin SD,1745,Central Dauphin SHS,416,308,74.04%,300,72.12%,311,74.76%,3,0.72%,8,1.92%
,,,1746,Central Dauphin East SHS,353,152,43.06%,152,43.06%,153,43.34%,1,0.28%,0,0.00%
,,,9999,Central Dauphin SD,19,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Central Dauphin SD,,,788,460,58.38%,452,57.36%,464,58.88%,4,0.51%,8,1.02%
,115221607,Dauphin County Technical School,5278,Dauphin County Technical School,215,102,47.44%,102,47.44%,105,48.84%,3,1.40%,0,0.00%
,,Dauphin County Technical School,,,215,102,47.44%,102,47.44%,105,48.84%,3,1.40%,0,0.00%
,115221753,Derry Township SD,4801,Hershey HS,288,226,78.47%,224,77.78%,226,78.47%,0,0.00%,2,0.69%
,,,9999,Derry Township SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Derry Township SD,,,289,226,78.20%,224,77.51%,226,78.20%,0,0.00%,2,0.69%
,115222504,Halifax Area SD,6330,Halifax Area HS,54,34,62.96%,31,57.41%,34,62.96%,0,0.00%,3,5.56%
,,,9999,Halifax Area SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Halifax Area SD,,,55,34,61.82%,31,56.36%,34,61.82%,0,0.00%,3,5.45%
,115222752,Harrisburg City SD,6333,Harrisburg HS,170,24,14.12%,18,10.59%,24,14.12%,0,0.00%,6,3.53%
,,,7902,Harrisburg HS - SciTech Cmp,95,91,95.79%,91,95.79%,91,95.79%,0,0.00%,0,0.00%
,,,8376,Cougar Academy,12,3,25.00%,3,25.00%,3,25.00%,0,0.00%,0,0.00%
,,,9999,Harrisburg City SD,40,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Harrisburg City SD,,,317,118,37.22%,112,35.33%,118,37.22%,0,0.00%,6,1.89%
,115224003,Lower Dauphin SD,1776,Lower Dauphin HS,279,187,67.03%,187,67.03%,189,67.74%,2,0.72%,0,0.00%
,,,7844,Price,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Lower Dauphin SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Lower Dauphin SD,,,284,187,65.85%,187,65.85%,189,66.55%,2,0.70%,0,0.00%
,115226003,Middletown Area SD,1790,Middletown Area HS,132,64,48.48%,64,48.48%,68,51.52%,4,3.03%,0,0.00%
,,,9999,Middletown Area SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Middletown Area SD,,,134,64,47.76%,64,47.76%,68,50.75%,4,2.99%,0,0.00%
,115226103,Millersburg Area SD,1794,Millersburg Area SHS,58,34,58.62%,32,55.17%,34,58.62%,0,0.00%,2,3.45%
,,Millersburg Area SD,,,58,34,58.62%,32,55.17%,34,58.62%,0,0.00%,2,3.45%
,115227010,Capital Area School for the Arts CS,8278,Capital Area School for the Arts CS,43,29,67.44%,29,67.44%,29,67.44%,0,0.00%,0,0.00%
,,Capital Area School for the Arts CS,,,43,29,67.44%,29,67.44%,29,67.44%,0,0.00%,0,0.00%
,115227871,Reach Cyber CS,8366,Reach Cyber CS,756,228,30.16%,228,30.16%,312,41.27%,84,11.11%,0,0.00%
,,Reach Cyber CS,,,756,228,30.16%,228,30.16%,312,41.27%,84,11.11%,0,0.00%
,115228003,Steelton-Highspire SD,1801,Steelton-Highspire HS,50,28,56.00%,27,54.00%,30,60.00%,2,4.00%,1,2.00%
,,,9999,Steelton-Highspire SD,9,3,33.33%,3,33.33%,4,44.44%,1,11.11%,0,0.00%
,,Steelton-Highspire SD,,,59,31,52.54%,30,50.85%,34,57.63%,3,5.08%,1,1.69%
,115228303,Susquehanna Township SD,1806,Susquehanna Twp HS,159,101,63.52%,98,61.64%,106,66.67%,5,3.14%,3,1.89%
,,,9999,Susquehanna Township SD,9,2,22.22%,2,22.22%,2,22.22%,0,0.00%,0,0.00%
,,Susquehanna Township SD,,,168,103,61.31%,100,59.52%,108,64.29%,5,2.98%,3,1.79%
,115229003,Upper Dauphin Area SD,6340,Upper Dauphin Area HS,76,31,40.79%,29,38.16%,36,47.37%,5,6.58%,2,2.63%
,,Upper Dauphin Area SD,,,76,31,40.79%,29,38.16%,36,47.37%,5,6.58%,2,2.63%
Dauphin,,,,,"4,776","2,177",45.58%,"2,131",44.62%,"2,352",49.25%,175,3.66%,46,0.96%
Delaware,125231232,Chester-Upland SD,6492,Chester HS,133,29,21.80%,29,21.80%,30,22.56%,1,0.75%,0,0.00%
,,,8303,STEM at Showalter,83,62,74.70%,59,71.08%,65,78.31%,3,3.61%,3,3.61%
,,Chester-Upland SD,,,216,91,42.13%,88,40.74%,95,43.98%,4,1.85%,3,1.39%
,125231303,Chichester SD,1849,Chichester SHS,213,128,60.09%,122,57.28%,140,65.73%,12,5.63%,6,2.82%
,,,9999,Chichester SD,9,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Chichester SD,,,222,128,57.66%,122,54.95%,140,63.06%,12,5.41%,6,2.70%
,125234103,Garnet Valley SD,1869,Garnet Valley HS,372,335,90.05%,335,90.05%,338,90.86%,3,0.81%,0,0.00%
,,,9999,Garnet Valley SD,1,1,100.00%,1,100.00%,1,100.00%,0,0.00%,0,0.00%
,,Garnet Valley SD,,,373,336,90.08%,336,90.08%,339,90.88%,3,0.80%,0,0.00%
,125234502,Haverford Township SD,1879,Haverford SHS,448,380,84.82%,377,84.15%,385,85.94%,5,1.12%,3,0.67%
,,,9999,Haverford Township SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Haverford Township SD,,,450,380,84.44%,377,83.78%,385,85.56%,5,1.11%,3,0.67%
,125235103,Interboro SD,1885,Interboro SHS,255,164,64.31%,152,59.61%,168,65.88%,4,1.57%,12,4.71%
,,Interboro SD,,,255,164,64.31%,152,59.61%,168,65.88%,4,1.57%,12,4.71%
,125235502,Marple Newtown SD,1902,Marple Newtown SHS,282,254,90.07%,242,85.82%,257,91.13%,3,1.06%,12,4.26%
,,,9999,Marple Newtown SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Marple Newtown SD,,,284,254,89.44%,242,85.21%,257,90.49%,3,1.06%,12,4.23%
,125236827,Chester Charter Scholars Academy CS,8258,Chester Charter Scholars Academy CS,47,38,80.85%,31,65.96%,38,80.85%,0,0.00%,7,14.89%
,,Chester Charter Scholars Academy CS,,,47,38,80.85%,31,65.96%,38,80.85%,0,0.00%,7,14.89%
,125236903,Penn-Delco SD,1915,Sun Valley HS,260,188,72.31%,188,72.31%,188,72.31%,0,0.00%,0,0.00%
,,,9999,Penn-Delco SD,3,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Penn-Delco SD,,,263,188,71.48%,188,71.48%,188,71.48%,0,0.00%,0,0.00%
,125237603,Radnor Township SD,1921,Radnor SHS,309,284,91.91%,284,91.91%,285,92.23%,1,0.32%,0,0.00%
,,,9999,Radnor Township SD,2,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Radnor Township SD,,,311,284,91.32%,284,91.32%,285,91.64%,1,0.32%,0,0.00%
,125237702,Ridley SD,1934,Ridley HS,456,332,72.81%,324,71.05%,347,76.10%,15,3.29%,8,1.75%
,,,9999,Ridley SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Ridley SD,,,457,332,72.65%,324,70.90%,347,75.93%,15,3.28%,8,1.75%
,125237903,Rose Tree Media SD,1942,Penncrest HS,293,246,83.96%,246,83.96%,246,83.96%,0,0.00%,0,0.00%
,,,9999,Rose Tree Media SD,2,1,50.00%,1,50.00%,1,50.00%,0,0.00%,0,0.00%
,,Rose Tree Media SD,,,295,247,83.73%,247,83.73%,247,83.73%,0,0.00%,0,0.00%
,125238402,Southeast Delco SD,6516,Academy Park HS,271,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,,9999,Southeast Delco SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Southeast Delco SD,,,277,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,125238502,Springfield SD,1950,Springfield HS,336,282,83.93%,282,83.93%,287,85.42%,5,1.49%,0,0.00%
,,,9999,Springfield SD,3,1,33.33%,1,33.33%,1,33.33%,0,0.00%,0,0.00%
,,Springfield SD,,,339,283,83.48%,283,83.48%,288,84.96%,5,1.47%,0,0.00%
,125239452,Upper Darby SD,1972,Upper Darby SHS,924,666,72.08%,666,72.08%,666,72.08%,0,0.00%,0,0.00%
,,,9999,Upper Darby SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Upper Darby SD,,,930,666,71.61%,666,71.61%,666,71.61%,0,0.00%,0,0.00%
,125239603,Wallingford-Swarthmore SD,5287,Strath Haven HS,301,250,83.06%,247,82.06%,250,83.06%,0,0.00%,3,1.00%
,,Wallingford-Swarthmore SD,,,301,250,83.06%,247,82.06%,250,83.06%,0,0.00%,3,1.00%
,125239652,William Penn SD,8231,Penn Wood HS,308,163,52.92%,138,44.81%,163,52.92%,0,0.00%,25,8.12%
,,,9999,William Penn SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,William Penn SD,,,312,163,52.24%,138,44.23%,163,52.24%,0,0.00%,25,8.01%
Delaware,,,,,"5,332","3,804",71.34%,"3,725",69.86%,"3,856",72.32%,52,0.98%,79,1.48%
Elk,109243503,Johnsonburg Area SD,6218,Johnsonburg Area HS,41,24,58.54%,21,51.22%,24,58.54%,0,0.00%,3,7.32%
,,Johnsonburg Area SD,,,41,24,58.54%,21,51.22%,24,58.54%,0,0.00%,3,7.32%
,109246003,Ridgway Area SD,1989,Ridgway Area HS,51,32,62.75%,32,62.75%,32,62.75%,0,0.00%,0,0.00%
,,Ridgway Area SD,,,51,32,62.75%,32,62.75%,32,62.75%,0,0.00%,0,0.00%
,109248003,Saint Marys Area SD,5169,St Marys Area SHS,135,78,57.78%,78,57.78%,83,61.48%,5,3.70%,0,0.00%
,,Saint Marys Area SD,,,135,78,57.78%,78,57.78%,83,61.48%,5,3.70%,0,0.00%
Elk,,,,,227,134,59.03%,131,57.71%,139,61.23%,5,2.20%,3,1.32%
Erie,105250001,Perseus House CS of Excellence,7770,Perseus House CS of Excellence,74,41,55.41%,40,54.05%,48,64.86%,7,9.46%,1,1.35%
,,Perseus House CS of Excellence,,,74,41,55.41%,40,54.05%,48,64.86%,7,9.46%,1,1.35%
,105251453,Corry Area SD,1998,Corry Area HS,132,52,39.39%,41,31.06%,52,39.39%,0,0.00%,11,8.33%
,,Corry Area SD,,,132,52,39.39%,41,31.06%,52,39.39%,0,0.00%,11,8.33%
,105252602,Erie City SD,7515,Northwest PA Collegiate Academy,175,158,90.29%,158,90.29%,159,90.86%,1,0.57%,0,0.00%
,,,8417,Erie HS,502,93,18.53%,82,16.33%,93,18.53%,0,0.00%,11,2.19%
,,,9999,Erie City SD,6,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Erie City SD,,,683,251,36.75%,240,35.14%,252,36.90%,1,0.15%,11,1.61%
,105253303,Fairview SD,6737,Fairview HS,143,91,63.64%,91,63.64%,91,63.64%,0,0.00%,0,0.00%
,,,9999,Fairview SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Fairview SD,,,144,91,63.19%,91,63.19%,91,63.19%,0,0.00%,0,0.00%
,105253553,Fort LeBoeuf SD,2037,Fort LeBoeuf SHS,149,87,58.39%,85,57.05%,90,60.40%,3,2.01%,2,1.34%
,,,9999,Fort LeBoeuf SD,1,1,100.00%,0,0.00%,1,100.00%,0,0.00%,1,100.00%
,,Fort LeBoeuf SD,,,150,88,58.67%,85,56.67%,91,60.67%,3,2.00%,3,2.00%
,105253903,General McLane SD,2040,General McLane HS,177,98,55.37%,98,55.37%,102,57.63%,4,2.26%,0,0.00%
,,,9999,General McLane SD,4,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,General McLane SD,,,181,98,54.14%,98,54.14%,102,56.35%,4,2.21%,0,0.00%
,105254053,Girard SD,2043,Girard HS,107,44,41.12%,43,40.19%,50,46.73%,6,5.61%,1,0.93%
,,,9999,Girard SD,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,,Girard SD,,,108,44,40.74%,43,39.81%,50,46.30%,6,5.56%,1,0.93%
